pretty_comp,bulk_modulus_kv
CdCuAs,67.067
Na2Zn(H2Se)2,50.856
HfAu,146.0
Ca(BC)2,170.956
PmRh2Pb,119.7
TmMnGe,100.48899999999999
Mn2VSi,236.63299999999998
InSe,27.644000000000002
Pt3Pb,174.167
Zn(CoO2)2,183.622
CrFeTe,123.6
Hf2BeTc,158.767
Ag2H3IO6,101.256
Sm3Sc,41.522
KErTe2,31.844
In2AgSe4,30.844
DySe,86.43299999999998
Ba2ErSbO6,141.833
VSb,97.444
Na2CaBe,14.356
BeNbOs2,222.21099999999998
PrCuSO,91.43299999999999
HfBe2Fe,142.856
YbCd3,45.1
TaSe2,52.744
LiGa2Ir,119.8
LiO2,101.03299999999999
Be2CrSb,123.956
GePd2,155.722
LiTlO2,85.156
ScBeBr2,44.18899999999999
HoBO3,139.1
YbF3,91.2
KNO2,22.57800000000001
NaCuO,50.943999999999996
Na2Zn2O3,77.322
RbNaO,39.411
Co(AsO3)2,170.91099999999997
As8S9,14.344000000000001
BeVRu4,221.067
SrBeGe,45.756
Sm3PbC,38.6
K3H5Pd,20.133
TaMn2Al,200.233
TiAu2,156.389
Mg(BiO2)2,105.344
Sc2CuRu,120.333
Rb3TlO3,33.811
LuFe2,140.767
CaTiF4,99.76700000000001
BeCr2Co,214.667
AgCSN,20.211
VCu3Te4,32.2
ZnSbF5,27.055999999999997
BeFe4Ge,138.667
Rb3BP2,19.722
K2MgF4,55.644
Na2CS3,19.678
BaHfO3,168.2
ThCoC2,192.678
Nd(SiPt)2,139.6
K2TeI6,13.544
SnSe,35.256
MgSc2In,63.033
RbAcTe2,40.033
BaPr2ZnS5,65.111
NdS,90.133
ZnRh,174.36700000000005
KCeS2,39.778
CaTiF5,72.889
Ho(CoSi)2,148.667
CuBiS2,53.956
Ba2YTi3O8,161.567
MnAlAu2,126.0
Sm3Pd,56.033
ScSi,100.96700000000001
CaC2,72.667
Li2MgSi,45.033
K2PtSe2,36.067
CdF2,106.2
HfBeCd,95.633
GaMo3,230.4
H2O2,25.921999999999997
NpCo2,204.567
Sm2SeO2,111.22200000000001
Rb3Os,12.667
Ba2Sc2O5,115.27799999999999
Na2BePb,30.467
BeCu2Rh,166.08900000000003
ThGeO4,163.333
CuH2(IN)4,15.422
Cr(CoO3)2,102.522
RbTiS2,56.178000000000004
K3Rh,9.011000000000001
Er(CoSi)2,149.933
Sr2BeNi,32.289
Li2PNO2,93.978
Ca(AsO3)2,134.289
NbZn3,123.667
DyInAu2,95.333
Sr2MgUO6,116.9
Ba2MgV,23.0
BaYMo2,53.888999999999996
SrHBr,39.010999999999996
CaGe2O5,133.111
Ba3LuIr2O9,131.378
Bi2TeO6,122.956
Sr(NO3)2,38.266999999999996
Li3Nb,33.6
Rb2PbO3,43.15600000000001
SrAlGe,50.167
NdCuO2,113.42200000000001
Mn3GaN,227.4
AuS,79.422
CoSe,133.667
TlGeF3,18.855999999999998
K2TiBe,13.933
Na2BeF4,41.956
Np(CoSi)2,171.3
NaPPdS4,30.07800000000001
NiSb,109.633
Rb3Tc,6.189
SrBeSe2,53.333
Sr(CdGe)2,49.111000000000004
Na4PbO4,47.278
NdB6,176.733
ReSe2,65.1
Al3Ni5,166.267
CaMg(CO3)2,102.133
NdBO3,128.933
Ba2PdBr,32.867
MnFeCoGe,207.1
BiAuBr6,20.622
Ca4BeZn,11.732999999999999
ZrZnAs,76.4
TlFeF3,64.911
K2NaRhF6,51.4
ErBiPt,94.73299999999999
BaSr2Ca,12.567
Dy6FeSb2,64.9
Ho(NiGe)2,122.37799999999999
ZrV2As,143.0
BeSe,88.96700000000001
BeSnCl,38.678000000000004
BeFeRh2,193.733
TiBe2Ni,140.711
V5SiB2,219.567
MnZn3,103.633
Ce(FeSi)2,144.878
MnNi2Sn,144.167
AlCuO2,181.878
Pr(HO)3,70.544
BaGa2Cl,30.144000000000002
BaCdHg,19.2
BaHgW2,91.76700000000001
TbCo3B2,209.878
AlSn,46.766999999999996
MnFeTe,122.43299999999999
YbMnGe,68.056
Na2H6Pt,26.233
YAgTe2,44.478
Nd3SnC,36.633
MoO3,75.067
BaNaZn,10.433
Pm2MgGa,50.766999999999996
Hf(B2H3)2,9.6
Ti2BeCo,145.089
Ho(SiRh)2,157.389
BaSi2P,45.321999999999996
DySn2,62.522
SrAl4,53.744
BaSe,39.633
V3Zn2O8,145.189
Er3InN,97.333
ScPRu,175.878
NaRe3,237.7
Ti4As3,132.5
Li4CO4,77.1
ThSiAu,125.77799999999999
Be(GaPd)2,109.87799999999999
CrWO6,60.167
CrPd3,171.967
Ca3P2,41.467
NpNi5,179.5
Ca2Co2O5,108.189
Be2NiCl,80.244
TbYb2PrS6,51.321999999999996
BaCaV4O8,103.0
Nd3In,46.033
H8(NO2)3,26.9
Cr2As,193.778
MnBe2P,168.0
MoW3S8,44.3
K2AlF5,34.933
AlVNi2,180.36700000000002
NdSeF,94.156
ThSe,98.56700000000001
PbO2,124.556
KBaRu2,56.644
AgBi(PS3)2,30.278000000000002
YbSnAu2,75.167
CrBr3,13.1
AlF3,95.178
TiSi2,135.1
In2Se3,37.122
NaMn4Be,154.1
KRb3,3.267
Rb2Ag2GeS4,24.256
Ca2ScBe,31.844
SrCaO3,66.767
BeAgW,179.722
Ca(GeAu)2,74.52199999999998
LiMgPO4,94.822
NiPt,221.58900000000003
BaMg2Fe,32.344
FeSbO4,178.122
LiZrPt2,141.733
Lu2MgOs,98.167
USnRu,143.678
ErAu4,124.089
K2P2Pd,26.921999999999997
ScSiAu,119.544
BeInSe,35.567
LiDyHg2,58.833
RbLiBr2,18.410999999999998
PdBr2,15.777999999999999
Li7Br3O2,41.922
SrCeN2,127.5
Tm2CoIr,125.9
LiScAs2O7,93.4
LiCo(CO)4,33.067
AlAgO2,117.744
KBaNb,9.3
CuBr,47.033
K(AsRh)2,57.922
Ca3SbN,62.033
BeCu2Os,190.667
BaCr2Te,34.711
Sb2TeSe2,36.766999999999996
Rb2WCl6,11.267000000000001
NbAlCo2,194.5
RbNO2,23.6
YNiF5,72.289
KLi6BiO6,84.711
Mn2BeTc,192.544
Ni4N,86.43299999999998
Yb2HgGe,49.766999999999996
HfTl3,62.044
TeMoS,55.71100000000001
MgFeO2,108.9
LiGaRh2,154.833
YbTlS2,51.678000000000004
UZn3,79.85600000000002
RbCa2Nb3,103.244
LiHfRh2,152.267
K2Os(Cl2O)2,18.878
NaCuO,75.767
Rb2AuBr,1.6
Dy(MnSi)2,135.667
Ba2InClO3,73.911
TlInSe2,29.2
ScCuO2,149.278
NdTlS2,46.622
AgNO2,45.033
LiCdAs,47.367
Ca2B4Rh5,164.044
YHfBe2,88.167
Pr5AgSe8,65.567
Mg3(HO2)2,87.4
Sr3CdO4,96.833
HoSb,67.5
AsP2W,146.63299999999995
K2AgP,26.322
Y2Cr3O9,197.856
SbN,38.821999999999996
Ti2C,139.9
GaCl3,10.156
Mg2Ni3O8,151.389
Sr2H3I,35.778
LiBC,184.97799999999998
PbF4,59.022
DyAg2,83.3
Yb(SiPt)2,124.833
TmC2,134.95600000000002
Tb2S3,86.244
LuScPd2,112.367
YMgBe2,67.0
VCdO3,203.767
LiAl2Ir,136.067
CuN,169.067
PrAs2,68.556
YbBiPd,63.0
Ba(NdSe2)2,56.089
Zn(WN)2,160.744
AlSnO3,155.1
RbMgBO3,60.7
BeOs2Cl,95.53299999999999
TmAlO3,210.278
Mg2Rh,74.756
MnBeCl2,45.622
K2PAuS4,22.9
Yb(MnSb)2,49.288999999999994
IO2F,25.756
Ca(BeN)2,139.656
Nb6C5,237.889
Li3BrO,52.7
DySe,53.044
Si3Ag,75.956
Tm2CdOs,106.7
Ca3SbP,40.833
VSnRh2,189.667
Rb2NaGaF6,50.4
ScCo2Sn,143.467
Te3SeO8,44.967
DyBO3,137.444
MnAlNi2,160.63299999999995
BaZnTe,21.833000000000002
Sr2GeS4,39.321999999999996
Rb2CuF4,46.433
Sr2GaSbO6,157.86700000000005
TaMnRu2,228.467
K2RbSb,15.167
BaMnIn2,38.156
KAgO2,35.944
Rb2Li2SiO4,53.533
SnF3,54.067
TaSiAs,155.422
Sr2Sb,30.989
Sc2AlOs,125.23299999999999
Sc2AlCd,74.867
Er(MnGe)2,122.1
FeSn,113.822
SrBeCd2,41.533
CuI,24.57800000000001
CaNiWO6,148.211
Er2NiRu,112.3
VPbO3,81.244
Sc2AlAg,80.9
U(SiRu)2,177.55599999999995
Sr2YSbO6,140.567
NaSmTe2,32.321999999999996
BeZn2Fe,111.189
CaPt5,175.3
Ca5As3,48.68899999999999
Hf3Au,128.7
GaTe,26.355999999999998
Hf(VH2)2,170.1
NaSc2Be,33.9
Sr(PRh)2,91.756
Nb(Te2I3)2,12.255999999999998
SrCrO3,180.833
Ho(CuSi)2,116.56700000000001
IrPbBr,39.833
AlVPt,138.9
ZrB,159.97799999999995
Nd4Sb3,62.266999999999996
TiTl2F6,37.111
NdHO2,91.1
KAl(SO4)2,66.111
SnO,47.821999999999996
Nd2Be2SiO7,160.256
NaTcAs,45.533
Np(GePd)2,115.56700000000001
Sm2InAg,61.8
ThSO,142.144
Rb3Ge,8.644
InHO2,158.389
Mn2Co3Ge,218.878
Sb2Ru,116.189
TiInNi2,150.267
Bi2TeSe2,34.989000000000004
V3Ag,167.5
AlCuSe2,66.422
Sc3Sb,68.756
AlCl3,41.9
BaGeBr,20.133
K4SnSb2F4,30.866999999999997
Ce(PRu2)2,157.567
SiF4,12.3
K3Sc,6.933
H2SeO4,19.578
Ca(CuN)2,89.844
PH6(NO)2,31.689
Ba3N,13.556
YV2O4,144.211
V2ZnO4,182.767
BeV2Ge,160.611
Al3Fe,125.64399999999999
K2SnSe3,17.044
ErRh,124.0
CaClF,60.867
HoCu,77.467
YVF5,80.611
BPbO3,198.167
Zn2AgSbO6,140.056
HfSe3,39.989000000000004
BaBeF4,60.033
TaAsAu,115.46700000000001
K2HfF6,20.0
AlTlF4,49.65600000000001
Co(NiSe2)2,101.044
Y(SiPd)2,133.167
BaO2,76.3
BaInTe,21.566999999999997
GaH3NF3,58.589
Ti3O2,199.8
TaGeAs,100.43299999999999
NbCo2,238.233
Ba4HfCl,11.833
Sr(MnGe)2,62.1
ScBeCr2,137.878
Na6S2O9,48.033
Na4SrBe,11.133
NaLi2Bi,26.533
Fe3Pd,131.7
Mo2O5,56.878
MgMnGe,91.944
SiPd,144.211
USiAu,120.978
YBe2Rh,103.26700000000001
Tl(CuS)2,46.033
PrTm3,42.766999999999996
Ba4ZrSb,19.367
TmScRu2,137.433
Sr7(HBr)2,39.656
SnF4,19.5
TbPd3,134.733
As(IF2)3,15.633
HoAl3,75.467
NaFe2O3,167.233
Tm2CuPd,92.06700000000001
YbAu,64.367
K4Na2TeO6,55.033
LuTlTe2,35.811
Be2SiW,194.233
Na2SrBe,15.878
Er2Fe2Si2C,135.622
SrZr2Nb,68.8
VBO3,200.4
NdY3,39.367
Na2SO3,38.189
LiIn2Rh,89.7
BaNaGa,12.467
Pr(NiGe)2,111.07799999999999
ZrBePd,117.822
Sr2TiBe2,32.044000000000004
Cr3Ge,230.63299999999998
NdGa2,75.278
InAg3,84.53299999999999
Zr2Ag,104.822
YbOs3,224.822
U(GeRh)2,147.811
Rb3Os2Br9,18.122
Li2SiO3,80.311
Be2HgRu,155.9
Na2MnBe,22.566999999999997
B4CCl6O,11.311
RbBe2BO3F2,77.689
Er2TlAg,70.933
TiGaCo2,189.167
CaMn2,26.244
KSmSe2,39.122
LiBeNi,84.822
SbRu,145.611
TiGaNi,150.54399999999995
DyPb3,53.167
VGeRu2,237.8
Mn3N2,243.167
BaAlGe,45.167
KBIr2,136.86700000000002
BaTiPd2,66.178
Cr3AgO8,65.0
Be2CuNi,149.911
HoP,90.76700000000001
Dy2SO2,128.7
KLiMnS2,31.7
Be2SnMo,56.044
GaCuO2,165.6
LiDyS2,63.578
DyZn,64.067
YMn2,141.4
BeSO4,40.010999999999996
LuSb,65.967
SrH2O3,58.544
Zr6CoAs2,126.9
TmNiC2,177.1
Er2(NiB2)3,191.1
NbCrSe5,39.0
SrF2,73.833
TiZnF5,76.122
Np3In,71.833
K2BeRe,25.066999999999997
HoSi2,84.389
Mg2ZrBe,67.033
Ca2CoO3,104.51100000000001
BaHf4Be,58.033
TmMnRh2,138.0
InCuO2,132.356
BeZnO2,173.356
NaAsIr2,146.0
LiCaRh,47.033
Tl2O,26.522
Mg2V2O5,146.611
K2BeZn,11.155999999999999
Ca3PCl3,44.2
Y3AlC,81.233
AlFeCo2,185.1
NpIO,43.278
Ti2CuTc,169.567
BePBr,58.022
TiAlAu2,142.033
NaLiS,37.811
PbBr2,28.956
FeH3,205.767
Ho2CdSe4,56.933
YbCd,37.067
UAg3,84.611
K2Mg2Si2O7,117.711
NaZnAs,43.367
Al2O3,194.044
NbCrCo,130.733
USnPt,115.2
CaSiO3,227.63299999999998
DyIr3,218.967
Sc2GaOs,127.833
BaTeBr,23.267
MnBePb,67.678
BaCo2Sb,43.367
NaBrO3,33.7
Pr(BO2)3,139.722
TeI2,10.111
Na5ReO6,63.31100000000001
Na3AlAs2,24.833000000000002
Ti2CoIr,204.6
HfBeGa,107.189
BeTl2Fe,59.81100000000001
NaTbSe2,43.122
TeBr2,9.956
ThMgZn2,70.433
Al2ZnO4,198.233
InAgSe2,48.589
Yb(ZnAs)2,63.6
NdS2,88.867
DyCd,62.133
Ca(NiAs)2,87.844
Na4UO5,63.244
TbTiSi,90.711
BePbCl2,37.510999999999996
Be2FeP,178.15599999999995
ScAu,110.43299999999999
Mg(InS2)2,66.967
UGa3Ni,108.133
SmCl3,17.822
BaSiNi2,67.911
LiBeFe,92.911
Mn4BeTe,114.23299999999999
HoInAu2,96.367
MgFeRh2,161.8
Ho3InC,41.367
BaHf4Ga,56.533
V2ZnN2,145.922
BeGeTe2,43.911
HgPRh,95.43299999999999
TbIr2,204.033
TiAlNi2,165.767
Ce2ZnHg,61.0
Y2BeIn,54.7
ScNi4Sn,147.733
Ca5B3O9F,94.333
RbCaI3,17.133
P3Rh,146.567
Ba2YBiO6,121.23299999999999
ErCoC,155.389
TbH3(CO2)3,91.96700000000001
USiIr,186.167
LiSc2Os,102.6
CdSe,63.8
Pm3Tl,47.667
YWN3,101.87799999999999
BaCuP2,60.933
NbTlBr4O,23.022
Au2S,74.267
Li4MgCo3O8,145.567
FeRh,181.267
FeCuS2,58.733000000000004
Ba3AsN,42.0
Er2TlCd,64.333
YN,158.0
Al5CuSe8,71.7
AsPdCl,60.733000000000004
ZrBe2V,114.7
HgPd,120.656
SmSnAu,80.689
MgMo2O5,61.044
Li2SbPd,67.767
Sr3PN,53.333
Tl4SiS4,20.189
Li5AlO4,84.556
RhF3,74.411
Mg3(BO3)2,132.089
KCuC2,48.567
Sr2CaBe,19.889
BaP3,46.788999999999994
GaSeBr7,12.110999999999999
BeCdFe,101.73299999999999
HoP,93.0
USiS,90.611
CaCoSi,68.611
LiVS2,66.333
NaSr2Tl,20.4
CoAs2,130.6
NaTl3(SO3)2,37.467
BeSiPt2,202.58900000000003
KAlF4,56.722
LiMnSbO4,96.056
Be2VBr,55.467
Sr2SbAu,41.833
AlVRu2,236.733
NaBiF6,17.711
Ni(AgO)2,131.911
YBeFe,81.85600000000002
Be2InPt2,133.433
Sm(SiRh)2,148.97799999999995
Nd(NiGe)2,113.133
BaGe,32.510999999999996
NiP2,125.544
Sb2O3,50.578
Te2Rh,58.68899999999999
BaCrBr2,28.055999999999997
AlN,213.86700000000002
Sr5As3H,44.456
NbFeSb,166.433
SnTe,42.0
CoH4(BrO)2,23.4
GeH3Cl,8.667
BaGaFe2,42.967
TiZnN2,160.233
NaBeCl2,32.2
Li4Mn2O9,80.967
Ba2Pd2O5,116.411
Ba2MnBr,19.1
TiNbO4,179.78900000000004
KHfCuS3,51.411
RbBO3,131.0
Ba2LuNbO6,150.3
DyBiRh,101.589
AlF3,54.911
NbNiP,214.47799999999998
LiErS2,55.433
SrClF,55.622
Be2ZnCo,151.089
Er3Al3NiGe2,90.822
ErNbRu2,181.667
KCoF3,81.9
BaMnBr2,19.9
Na2SiO3,66.667
MnCN2,77.211
Li4Mn(OF)2,68.689
TiBe2Cd,107.76700000000001
KCuO,35.556
MnFe2Ge,217.667
Rb3Tm,5.722
IrF6,12.744000000000002
Np(Al2Fe)4,138.189
Te2O5,60.611000000000004
Tb(GeRh)2,135.811
CaBeIr2,122.211
ScZnPd2,126.53299999999999
TbCo2,140.267
BeNiIr,222.933
RbPdF3,78.267
UFeB4,241.05599999999998
CuBrO2,30.166999999999998
CrCo2Sb,169.63299999999995
MnAsPd,107.911
Tl2InGaF6,44.5
SmDyMg2,41.5
RbMnTe2,24.478
NaTm3,35.6
TlGaSe2,32.311
Ba(BiO2)4,30.122
BaLi2Mg(PO4)2,93.544
Ta2Se,94.444
CeH2,68.833
KScBe2,31.63300000000001
PSe,15.677999999999999
MnBeGe2,86.4
Sr(MgSb)2,40.544000000000004
PrO,139.8
HoGe,82.867
Dy2OsPd,120.6
Sr2ScBe,26.366999999999997
K2GeSe3,17.756
Na2Cu3(Ge2O)2,67.822
Pr(CuSi)2,107.611
V2CrFe,234.467
Y2SO2,123.43299999999999
RbCa3,11.744000000000002
Ca3Tl,24.967
CdSe,48.167
KLiO,44.2
AlCuPt2,197.278
CrSb2,68.067
NaLi2B(PO4)2,69.044
SnS,36.167
MgSb,50.533
BiBrO,52.333
CeFeGe3,97.35600000000001
BaSnPb,24.8
YbAgS2,72.878
Hf2Si,142.45600000000005
ZrInRh2,170.833
TbYTl2,60.333
Cd(AgI2)2,17.633
V3O5F,118.167
CdCu2SnSe4,55.278
LiF,74.167
BeV2Si,173.033
Ca2YSbO5,81.167
LiBeV2,74.367
SmCo2,125.96700000000001
BeGa2Cl,32.222
ErSnPd2,115.76700000000001
MgBe2Tc,126.156
ZrCuSi,142.63299999999995
Na2Ni2O3,50.511
YB2,165.6
Cr2Se3,49.843999999999994
HOF,18.467
LiFe2F6,112.978
AuCl,21.989
NaZr2CoF,79.378
Dy3GaC,46.667
Ho2Be2SiO7,170.222
ZrRh3,215.433
ErPd3,139.767
ZrBeCd,66.333
TcAsPd2,185.233
Sr2NCl,53.788999999999994
Ge2Os,157.056
YVO4,136.95600000000002
Na2BeCu,33.078
K5As2Au,19.555999999999997
Al3Tc,140.4
Fe2TeO6,190.378
Zr2BePb,96.411
SiC,213.533
TaF3,100.53299999999999
W3(Se2S)2,37.078
AlTlF4,69.52199999999999
Lu2CoRh,121.96700000000001
CaTi2S5,42.744
NdMnSi,73.467
CaCuF4,83.0
NaInO2,100.85600000000001
NaLiSe,33.311
TiBeRh2,196.6
SmI3,11.732999999999999
Ba2NbTe,27.267
CaW,101.2
TbAgTe2,44.266999999999996
LiHO,26.678
U4S3,105.46700000000001
Hf2Ni,138.067
Li3PrSb2,43.68899999999999
YbAgO2,96.911
CaMnGe,55.044
Sm2Ti2S2O5,140.211
Ag2GeS3,55.433
SbAsOs,135.63299999999998
MgTiO3,188.7
NdInRh2,121.0
BeCuRh2,194.78900000000002
Co(CO)4,9.133
Cu2SnSe4,38.156
Co2Ge,203.71099999999998
NaHO,42.778
Li2DyIn,45.5
BaTcBr,15.6
ThAg2,91.056
Mg3ZnC,63.667
TlN3,27.921999999999997
Li3MnF6,49.111000000000004
KRb2GaF6,43.833
SrClF,55.622
Na2PdC2,61.356
Yb3SnC,21.1
Co2P,223.567
NdAs,73.533
Ba(ZnP)2,58.456
Sc2BeCl,57.833
ZrBeMo,144.922
HoCo5,159.033
Ni3Sn,162.033
CaAgBi,49.222
RbMnBr3,15.944
CrP2S7,25.311
GaSiRu2,223.767
KRbS,21.566999999999997
Nd(GePd)2,110.689
Fe2AsSe,94.03299999999999
KCuS,19.622
TlS,30.544
Si3CCl8,12.911
CaAgAs,64.733
Th(FeSi)2,155.02200000000005
Nd(CoB)2,147.589
Np(SiPd)2,135.778
Ca(HO)2,39.911
YF3,103.4
ZnSeO3,90.889
KTlO2,79.922
BaZnGe,42.15600000000001
ScBeW2,176.9
ErIr,146.333
CrPt3,233.0
RbInTe2,19.489
YZrBe2,83.57799999999997
BaNa2Mg(PO4)2,88.833
BeTeIr,63.71100000000001
OsCl2O,88.822
YbTm3,37.167
Au2O3,109.344
LiPb,33.967
CrAuS2,88.756
Li2GeAu,62.266999999999996
BeSiIr2,241.122
Mg2BeBr,31.589000000000002
Na4CO4,40.467
BaBeV2,49.388999999999996
YTi,56.1
Co2As,176.81099999999995
PrCrO3,189.6
KCaBi,18.410999999999998
Zn(GaO2)2,179.767
TaAgF6,39.867
BaTiTe,19.4
BaBiCl,19.867
NaBeMo,72.2
PrAs,71.9
BeTc2Rh,246.467
LiPrGe,55.778
XeO3,24.756
CdSnP2,57.778
Na2CuAs,33.078
U2SN2,133.233
Fe3Ge,178.433
BeV2Pb,112.1
AgNO3,46.478
RbAuO,31.44400000000001
CoH2SeO4,41.578
Cd3AsI3,19.033
GeTe,49.167
Zn(SnO2)4,70.089
Nb2FeAs,154.1
Tl3F,31.389
BaV2Os,126.26700000000001
Mg2TiBe,66.533
UPS,103.944
BeIr4Se,201.3
Na2CrF4,49.111000000000004
BaCaSi,33.611
PuIn,46.133
Ni3Se4,93.978
NaSc2Be,43.533
TaS,196.25599999999997
MgSnO3,160.467
KUO3,136.7
K3AlH6,23.066999999999997
K2NaAlF6,53.7
Tl3VS4,27.566999999999997
Li5Si2BiO8,67.289
BeGaOs2,235.86700000000002
LiHfAs,67.433
ZrH,114.956
U(GeIr)2,165.31099999999995
ErBi2ClO4,85.85600000000002
TiZn(BiO3)2,94.889
BaDyFe2O5,148.467
RbAs,17.644000000000005
USb2Au,85.556
MgFePO5,101.333
DyInPd2,109.667
MgSiP2,73.733
Ru3Cl,193.36700000000002
MnCuAs,98.03299999999999
PrZn,53.8
BaNiO3,95.43299999999999
Sr2BeBi,25.9
Li(CuP)2,89.744
ZnCo3C,222.433
PtO,195.1
SnPt3C,174.933
Ho2S3,78.47800000000002
BePCl2,46.222
TiS3,46.65600000000001
KNbS2,75.378
InFe2CuSe4,50.544
BaCeN2,114.811
Ca2Bi2O5,81.467
PdF2,107.322
Na2HgO2,51.9
Ba2Zn,16.589000000000002
Sr(AlPb)2,35.1
NaCNO,35.278
LiCaN,74.35600000000002
SiNi,163.256
Sc2BeIn,66.64399999999999
MnSbIr,141.067
Rb2SeCl6,18.5
CdI2,19.278
YbCuSi,73.656
MgPbO3,86.367
CaPtF6,29.756
CdAu,96.6
CdAsOs,98.133
SrSn(BO3)2,121.8
Be2VFe,184.0
Ti6O,135.444
TiBeHg,78.067
CeSiO4,165.722
HfCuP,75.789
Na2Pd(SeO4)2,33.844
Tl3CoCl5,20.721999999999998
Th(TeI)2,18.456
LiAuI4,17.111
BeBiW2,131.467
Dy2PbS4,73.089
Mn2Be2Te,64.678
LuTiSi,99.711
NdGeRu,87.6
Lu2ZnPd,88.333
TiSi,131.567
Cu2HgGeSe4,57.367
BeV2Hg,128.344
NbCr3,228.167
Si2Ni6B,207.889
InTeCl,17.456
DyTaRu2,186.333
Ba4ZrPb,18.0
K2NiF6,27.6
BaMgTe,19.233
SmPtF7,53.422
MnSnF6,30.278000000000002
MnCuSb,70.133
NdBiPd,77.367
NiTe2,58.589
Er(CrSi)2,141.578
BeCr2Cd,141.433
HfSn,103.0
Na2LiBe,17.767
BaSbAu,37.878
Mn2SnS4,50.167
Cd2P3Cl,47.843999999999994
Na2Nd2Ti3,134.333
Yb3GaC,41.6
Li3Tl,25.267
LuBi2ClO4,87.12200000000001
HoErRu2,125.73299999999999
NaAgO,49.367
K2UTe3,24.355999999999998
Pr5CuSe8,64.733
Na4S2O5,40.2
CdIrO3,192.1
ZrNCl,73.722
Na3MoNO3,46.5
Ga2HgSe4,36.944
LiFeS2,80.833
VCl3O,9.7
SrAlGeH,54.111000000000004
NaPN2,139.411
Pr4Sb3,60.567
PuSi2,87.656
SmBr3,29.933000000000003
Zn(RhO2)2,185.933
DyFeC2,184.567
AgO,77.111
KAs4IO6,51.422
Mo2AsP,175.333
MgBeIr2,183.178
SnBr4,8.6
YTl,60.133
SrPb3,38.766999999999996
Ho2CuTc,97.8
HfBeSi2,64.367
ZnSe,30.721999999999998
AcBrO,63.956
YCdGa,44.067
TaBeSn,95.822
VOF3,23.244
TiRu,219.067
Ho2Al,58.722
HfBeSi,146.878
Tb(MnGe)2,113.9
Na2ZnS2,35.278
Sm3CuGeS7,71.244
Mg2Bi2O5,65.889
V2OF5,68.567
BaCa2Ir,35.811
TbAsO4,140.45600000000002
ErIr2,209.733
UAs2,104.56700000000001
HoAgPb,69.47800000000001
ZnNi,148.533
K4BeP2,19.633
CePRuO,133.711
NaCN,27.889
Sn2Ir,109.7
Ba2CdBr,19.833
TaGa3,123.85600000000001
HoCuS2,74.256
ZrB6,178.63299999999995
CuTeO4,137.667
PtS,142.856
Dy(CoGe)2,130.8
Al2IrRu,219.4
YbSb2,47.2
UOs2,245.467
YCd2,62.856
YbAu4,106.72200000000001
MnGaNi2,158.556
SnH8(NCl3)2,20.866999999999997
KHgAs,32.978
NaZr2MnF,70.367
KNa2Bi,18.167
NaYbSe2,34.633
CaCr2,26.622
ScInIr2,180.2
NaSi2Pd3,109.22200000000001
Tb(SiRu)2,153.2
KSn2Cl5,19.4
YN,115.76700000000001
Cr2AsPt,100.133
VGaNi2,185.167
Te2Mo3WSe6,30.166999999999998
MgTa,97.822
Na2O,49.833
TbZr,63.056000000000004
Pu3Au,159.5
Be2NbMo,169.0
Hg2BrN,54.122
ZrGeSe,106.689
KAs4BrO6,53.356
SmAsPd,106.7
TaGaPt,147.267
BeZnFe2,150.989
BaLiF3,76.833
BaCaO2,87.089
Li3AuS2,42.167
MgBeGe,59.933
Rb2TbF6,38.367
KClO2,26.611
NiGePd,160.844
Ca2Cr2O5,118.48899999999999
NaAgO2,75.467
ZrNiP,141.122
ScBeZn2,88.333
AgSbS2,33.256
SmTe,63.6
BAsPb,58.567
SmCdAu2,89.46700000000001
InClO,46.878
AlH3,35.266999999999996
LiFeF4,76.744
BaTe,31.467
MgTi2S5,44.556000000000004
K2AgAs,24.066999999999997
BaH4O3,48.0
Eu2PI,55.288999999999994
K4BeP,9.067
Li4TeO5,87.42200000000004
ErInCu2,90.1
Mg4H2O5,99.87799999999999
Ti2CuS4,96.56700000000001
Ba(MnGe)2,51.456
BeBiSe2,50.256
Bi2SO2,62.544
DyTe,67.4
DyPO4,155.444
TmZnPd2,113.93299999999999
CuP2,88.022
BaSm2PtO5,139.144
DySI,28.778000000000002
Rb2NaInF6,44.167
Np(CuGe)2,113.244
CrCuS2,90.51100000000001
YNi5,153.3
Ba2LiCr,14.232999999999999
Ag3Sb,78.667
BP,161.911
TmNp3,55.5
BaSiO3,189.533
Be2TcIr,223.3
HfAs,129.856
CoSn2,97.822
HoCuO2,130.622
LiBe2Ru,132.04399999999998
Fe(CoSe2)2,95.211
Pr2I5,20.689
MgPt3,188.7
BeGeS2,70.8
KNaNdNbO5,83.3
YSnPd2,111.23299999999999
Pu3Ge,65.167
TmCu,80.267
CrGaTe,37.4
SrLi2Pb,29.7
ThAu2,120.633
TiF3,104.178
YCd3,62.266999999999996
NdMnAsO,99.178
YbGeO3,200.733
NaBePd2,59.278
SrTl2,31.933000000000003
Nb3Al,162.3
HoRh2,164.667
Pd(PbBr3)2,26.122
HfAsPd,109.633
Ba3Bi2,20.4
CoSnRh2,189.067
BaCdP2,49.144
Mg(AgO2)2,75.811
KLiSO4,41.144
HfGaRh2,191.13299999999998
Si(O2F3)2,19.067
Ca2CrSbO6,157.589
P2W,184.511
CeDy3,41.522
Ce(AgGe)2,85.022
BaSbPt,64.98899999999999
BaYPt2,63.989
YOF,131.778
