pretty_comp,et_c55
HfSn,2.7
MnInF3,23.1
NdClO,33.2
LiMnSbO4,63.5
PtPb2,10.3
SrBe3O4,50.5
Pr(AlZn)2,63.7
Na2PdC2,9.3
RbCuO,6.7
Mn2BePt,85.3
TlInSe2,11.9
Ta2N,117.6
InBi2S4Cl,21.9
RbAg3Se2,15.1
ZrSiS,84.7
Mg(BiO2)2,51.0
Ba(AgS)2,6.0
PaSnPd2,28.2
Rb2Se3,8.9
Al3Fe,34.8
ThSnPt,35.1
BeFe4Si,57.7
BaHfCu2,24.2
Li2NbS3,33.6
Mn2BeIr,142.3
LiNbIr2,105.0
LiRhO2,63.3
HfNi2Sn,69.9
SrAlGeH,40.1
MgVF4,25.0
HoCd2,25.4
HfMg,57.5
BaEr2CoO5,0.0
BaNa2Ga,5.9
ZrCd3,50.9
CeCl3,29.7
MgPSe3,8.6
Na3Nd,2.9
MnBe2P,134.8
BaTe,9.7
Cu2SnTe3,25.6
K2Te,6.8
Na4PbO4,17.2
Ni(BMo)2,174.2
HoTaO4,37.7
NiMoP,104.3
TiBeV,54.8
BeInP,22.5
ScBeZn2,45.0
LiSbS2,25.2
NaMnAs,28.9
NdCd,33.3
NaSr4(BN2)3,35.0
ZnCoPHO5,28.1
BeV2Ge,48.0
NaHg2IO2,4.5
TiAlAu2,54.4
Rb8N3O,4.2
SmMgGa,58.5
Hf3Au,18.2
ZnCu2GeSe4,35.8
BaScIr,34.0
HgCS(OF)3,11.6
LiDy2Os,36.0
RbAcTe2,13.4
YRh5,70.3
K2TaF7,18.0
TaTiBe2,103.7
SmDy3,34.1
ZnAsRh2,45.3
SnPd3,66.0
Mn2Co2C,80.9
RbBaTaS4,16.0
SbS2NF6,11.6
Sr2Cu(PO4)2,30.4
Y(CrSi)2,95.5
NbNiB,117.1
KCaCl3,0.9
NaAg3O2,15.4
K4ZnAs2,4.3
ScBe2Sb,51.5
InSnBr3,2.7
CuTe2Cl,7.7
Sb2O5,19.8
MnAl,122.8
TiH8(NF3)2,15.3
TmCuSe2,19.8
BaMg(FeO2)4,49.6
TiSbRu,20.5
BaIF,21.6
Ga2TeO6,101.5
UTeO,34.5
SrSeO3,29.5
TiBe2Ni,104.2
BaGeCl2,12.3
Mn2Co3Ge,74.7
BeNbOs2,63.5
NaLiAs,5.6
SnPbO3,79.9
PrInCu2,24.9
Cl2O,7.4
HoTl,30.7
NaBr,10.4
YBiPd2,37.2
Sc2CuPt,52.5
KLiSO4,23.2
HfBrN,8.8
NbCo3,57.2
BeFe2Ge,79.9
Na3Co,12.6
LuNi2B2C,58.2
EuIO,12.8
Mn2V2O7,23.0
SrZrO3,86.1
Yb2AgIr,44.7
BaMg2FeH8,35.6
LiTaW2,53.3
CaCrF4,35.6
K4I2O,3.9
BeFeCu2,85.8
K2BeSe,15.9
TeAsRh,18.6
AlCuS2,47.8
Li2MnO3,56.8
TiBe2Ru,121.9
Yb(MnGe)2,58.8
Co3B,144.1
LiCoS2,0.8
Ba(AlTe2)2,15.2
Zn2GeS4,40.0
Ca(CdP)2,31.4
MnH4(BrO)2,5.1
TaGaFe2,126.5
BeCrRh2,75.1
NaCuO,6.8
VNi3,128.2
Li2B2S5,7.9
TbAgTe2,26.2
ZnNi,100.4
Li2Si2O5,37.5
Ba2CrCd,16.3
AgH4WS4N,9.3
Pr2SO2,66.6
V2ZnO6,43.9
LiZnAs,44.5
SrBeBi2,14.9
YErZn2,42.7
Rb2MnCl4,5.0
K2PdCl4,9.5
BeV2Ge,44.1
Sb2Te,30.7
PdF3,24.5
HfSiS,91.4
KCO2,27.5
BaO,11.7
ZnAu,40.6
Sc2TeO6,76.9
Cu2H3ClO3,13.4
YbPb,24.0
BaYCuTe3,8.8
NdFe5,29.3
AlAuO2,35.6
NbGaO4,50.0
Ti2BeMo,49.8
Sc2ZnIr,54.9
ErMgZn2,50.1
CaCuP,42.4
DyPS4,26.9
CrFe2Sb,55.7
Rb2O,4.7
ZnCuF4,40.8
Cu2SnSe4,16.0
ThBi,30.8
PuN,72.9
NdZn2Cd,31.7
NdCuSn,57.5
LiYbAlF6,64.6
Ni3Ge,96.4
CaSnF4,24.4
Ca3GeO,51.2
Sm(SiNi)2,81.1
HfCuSi2,102.9
PuNi5,69.0
RbH,7.4
Ta2ZnO6,19.8
KTlO,11.0
Cd2PdRh,76.3
V2ZnO4,63.1
FeSnRu2,99.0
NiPbF6,24.4
BeSiNi,43.2
TiZnN2,59.3
HfMo2,69.0
CuHOF,27.5
MoWSeS3,0.8
SrH3,24.9
Li2BeBi,2.0
CePO4,36.2
TiCo2Sn,51.5
Li3VO4,33.6
NdHg2,19.4
TlSe,10.9
Ca(CoO2)4,109.3
SmCo2,40.2
BeFeNi,56.7
Li3AuS2,18.6
Mg3V2O8,67.4
NaSrP,33.0
Sm(CoGe)2,80.4
LuI3,5.1
BeCr2Ge,48.1
Mn4Al,86.8
TiN,165.0
CeCr2Si2C,107.5
BiAuBr6,5.9
Na3BiO4,48.2
KTeAu,11.9
LiH3O2,20.4
ZnPtF6,40.9
BaNd2CuO5,49.2
SrCaBe2,32.6
SiH,8.8
UAsS,54.6
Al2CuO4,86.9
BaCdO2,32.2
LiAl2Pt,101.9
BaZrF6,56.7
Sb4Br2O5,21.9
NbFe3,65.2
Sr2NiTeO6,55.1
NdSn2,32.4
Ba4YTi,4.7
Rb2SnI6,9.3
Sb2Os,120.8
HfCuP,1.0
LiSmS2,27.9
Sc2AlIr,67.9
BeCoPt2,40.8
BeTe,50.5
Li4SiO4,48.1
TiAu,41.0
RbAu(SO4)2,14.3
ThSn3,37.0
DyBi2ClO4,22.7
TiAl2,91.6
MnP2,137.2
CaClF,35.3
GeSb,13.3
KCrF3,26.0
ZrBeCr,32.5
NaMgSb,14.2
Mn2BeCo,141.2
TlGaTe2,15.5
KSn2Br5,9.5
AlVPt,25.3
TiAlFe2,100.5
Zn2PtRh,92.5
AlB3H2,5.7
Sr2ZnCu2(SO)2,41.4
SnPS3,20.9
Tl2Pt(CN)4,9.6
Lu2CuOs,60.8
Be2NbPb,82.4
CoAs,94.9
Ho3In,33.0
NiCl,13.9
Ta3Sb,53.8
SrCuAs,37.1
NbCu3S4,18.3
CrBr3,5.5
BaZnF4,18.2
ScPPt,69.7
CuSe,6.2
Mg2BeCl,1.1
NaLi2Bi,26.9
U(SbO3)2,27.6
NaZr2Be,20.1
BaGaGeH,37.7
LaSb,19.1
Sr2SnO4,61.2
PRh2,45.4
ScSiNi,68.0
Ho2SO2,84.1
Np(SiAu)2,31.9
HfVF6,12.3
MgSnO2,4.9
BeZn2Tc,25.2
UCd2O5,31.7
Sc3Fe2Si3,68.3
BiI3,4.5
Na4CO4,27.4
RbAlF4,20.9
TmB2,172.1
ErNbRu2,53.0
CdAsRu,38.0
Ho3GaC,5.9
Li2VOF5,5.3
CoSi2,83.1
Zn3(PO4)2,34.3
Tm2AlZn,61.1
Mn3PdN,113.3
NaMgBO3,39.3
HoNiSb,49.0
Sm3AlN,0.5
BeNbRu2,62.4
DyP,46.2
ErH,55.2
RhSe,19.3
Ho(CuSi)2,82.9
BeNbIn,11.1
InPF3,8.0
NaAuO2,15.6
Ti3Sn,39.7
LiDyHg2,19.2
TmSi2,41.2
Sr2GaSbO6,105.8
ZrTi2O,60.3
AlF3,29.5
VFeRu2,98.4
Ba2CuClO2,13.6
HoCoC2,135.6
CaPtF6,28.4
CaSi,35.3
BeVCo4,113.5
HoSi,44.0
SnC,112.1
Ba3SbP,3.7
ZnCl2,15.3
RbPrSe2,24.2
PaRh3,94.1
MoAs,114.2
Mo3W(SeS)4,0.4
CF4,3.8
IrF4,44.7
Hf2FeTc,63.4
Rb2CdCl4,4.7
BiBrO,19.3
Tm2AlOs,55.3
ICl3,7.8
LiSc2Au,47.7
Ce(SiNi)2,74.4
Li3Al2CrO6,58.3
Rb3BrO,8.7
BeSnSb,5.5
HoSi2,43.7
CdPbF6,26.3
U(GePt)2,28.5
U2SN2,96.0
Li2YbPb,35.3
RbPrTe4,12.8
MnBeCo4,57.8
Ti2TcPt,83.1
FeCuO2,38.4
USnPt,31.6
Zn2GeSe4,33.4
PrPPd,44.6
Co2NiSe4,40.8
NbTe,91.8
URh3,86.9
Th3P4,58.2
Pd2Cl2O,8.3
AsPdRh2,19.3
LaHO2,32.3
Ba3In2O6,39.3
Rb2S3,9.1
YV(WO4)2,36.5
LiCdBO3,12.0
AlCuPt2,91.3
HgCl,7.9
ScAg4,57.6
K2PdBr4,7.7
AsCl2F3,8.2
Rb3Ir,12.7
TmClO,5.7
BaNd2ZnO5,65.4
NdAlO3,165.8
GaP,65.2
K2YBe,6.3
Sm3Si,35.6
GaRh,56.4
BaLiF3,51.8
Ba(MnSn)2,32.3
CdPd,62.7
BeCuNi2,92.9
CrS,55.1
Ho3Hg,23.2
Be2InPt2,50.7
LiSc2Os,38.9
ZnGeP2,61.7
Th2In,38.0
CeCrO3,49.5
Ba2SrWO6,59.7
Li2VFeO4,52.2
SrBeCu,14.5
PrFe2,10.9
ZnO,86.2
Ni3C,88.1
Ho2AlOs,49.9
Al2FeNi,126.0
Tm(CuSi)2,81.2
Cd3(ClO)2,15.6
Tl2MoCl6,12.4
MoCl3O,5.7
Yb2Nd2O5,13.5
NaSrNb2,42.2
LiDyO2,60.6
Mg(BC)2,51.7
LiBe2Sb,40.7
Mg2Bi2O5,33.6
KBe2Fe,31.6
KHoO2,40.6
NaScBe,13.2
CaP,35.7
K2S3,11.2
Er2AgRu,40.5
TiTe2,15.4
AlMo3,98.3
Zr2SbP,109.1
Sr2CuTeO6,41.2
SbBr3,5.0
NbRu3,168.0
SrCuP,42.4
TmMgHg2,35.7
Co2As,45.6
Na4CO4,16.7
SrScBe,12.0
GeF2,15.5
UTeAs,40.4
MgBeRh2,84.4
CaGe,31.7
MnGaFe2,97.5
MnV,81.2
Sc6Te2Rh,50.3
Ca(BH4)2,12.0
K(AsRh)2,20.5
RbHoO2,36.0
LiCaN,43.6
PtO2,16.0
Re3F,22.0
NaYbSe2,19.6
Hf3Pt,4.4
YBi2IO4,28.5
As2Ru,131.9
SrC2,25.4
BeCoBi4,9.6
Si2TcOs,69.2
AcCl3,24.7
BiTeCl,9.8
LiYF4,39.4
BaGe2,17.9
ScAlPd2,47.0
Sm2SeO2,70.3
DyAl2,53.5
TaAs2,91.3
SnO2,14.7
BeV2Cr,53.5
SmFeAsO,50.4
HoIr,58.1
LiMoIO6,24.3
MnBeRh2,142.7
Ba(ZnP)2,21.6
CeGa2,69.5
U(SiRh)2,90.9
Yb(ZnP)2,38.5
BaHf2Ru,23.2
TaF5,15.2
Li2PtF6,30.2
Na2CoGeO4,56.8
RbErS2,30.5
RbI3,8.1
Zn2(PS3)3,8.6
Mn3(OF)2,35.9
BaSnHgS4,12.6
Lu2SO2,89.9
Rb2Cu(BrCl)2,2.4
Na2Zr(CuS2)2,15.9
Pr(SiNi)2,78.3
Mg2As,12.2
Li3Sb,48.4
ScCo3B2,140.0
Ag3BO3,2.6
BaO,35.4
HoCl3,7.6
CoP2O7,105.0
SrHfN2,109.8
U(SiRu)2,84.2
LiWO2,80.1
Na2HF4,12.3
Sr(CoAs)2,37.1
DyTmMg2,42.2
KIO4,16.5
V3Ag,66.1
CePRuO,52.2
Nd(SiOs)2,87.4
MnVAs,81.1
AlZnIr2,116.5
ScGe2,58.3
HfGaRh2,65.1
AlBMo,182.9
Li4UO5,61.6
Rb4NO,4.0
LiHo2Ga,45.1
NaEr3,33.8
TiNbS4,36.1
MnI2,5.0
Ce(AsRu2)2,72.3
RbCS(OF)3,8.8
Nb3Se4,59.8
MgPPt5,60.3
Cd4SF6,41.3
TbTlTe2,28.1
MgAl2O4,157.6
KBe2Hg,35.4
UCuAs2,51.2
Er2TlAg,35.4
DyAgSb2,33.3
Pd(PbCl3)2,12.9
ScSbPd,52.5
YPd3,69.0
InBO3,67.8
V2TcRu,97.7
TiFeSb,25.9
Ba4ZrPb,3.0
PrIr2,82.7
Li3VP2HO8,50.4
BeCo2W,57.5
CaAlF5,63.2
AcH3,79.4
RbAuO,7.3
SrMnBe,20.2
TcNiW,18.2
NaPrS2,34.4
Ce3Tl,37.4
Na2BePb,3.8
BaSr2Sc,13.4
AlVOs2,137.6
SrO,53.8
HoAu3,43.8
ScBeCd2,34.0
TaTlO3,93.3
Pm2CdSi,31.3
SrCaO2,62.4
Dy5Si3,50.1
CoSb,90.0
Zr2Cu,59.9
BaSc2Ta,21.2
BaRuPt2,34.6
Ag3N,16.4
Na2PtC2,8.9
Eu2PI,35.7
BeCrHg,36.2
Ti3In,39.7
Ca(MnN)2,8.8
MnBeV,74.2
RbSbBrF3,8.8
U3O8,29.6
RbCdAg3(CN)6,11.1
GaFeCo2,100.9
CaTiO3,97.6
BaBe2Si2O7,64.2
KPrSiSe4,13.7
TbAgHg2,35.2
KRb2RhF6,9.1
Hf2RuRh,65.0
Na4BePd,9.0
Pm2Mg,36.1
Sc2MnS4,30.7
K2ZnF4,16.4
Mn3GaC,59.1
ZnBiF6,34.4
Sr(BeN)2,46.8
YbSnRh2,59.9
Ti(NbSe2)2,49.3
TiZnCo2,101.0
Tl3SbSe3,7.0
ScOF,15.2
TiBeOs4,75.6
KPrS2,27.1
SrP3,38.7
K2NaVOF5,25.3
Tl2Sn(AsS3)2,11.2
Ta2SnO6,54.6
PrAlO3,166.4
Y2Cr2C3,86.0
LiClO2,5.5
Mg(AlS2)2,13.0
Ba(NiP2)2,56.7
Tb2AgIr,34.0
Li2PbO3,42.6
Y(AgCl2)3,7.0
LiGa2Pd,55.1
IOF3,21.6
Tb(SiRu)2,71.4
YbIn2Ni,36.1
Mg3ReH7,40.4
Ho(CoSi)2,104.3
Mg2SnN2,52.6
PbF2,22.2
Yb(SiAg)2,41.9
CaC2(SN)2,18.9
V2PC,202.7
BaH4(IO)2,13.6
NbTlBr4O,10.4
V3Si,63.2
KPrTe4,13.2
Ba4ZrCd,4.5
CuH4(OF)2,32.1
Ca2Mn(PH2)2,29.9
PrB2Rh3,92.5
Sc2Ti2O7,57.6
NaGaO2,46.1
ZnCdS2,31.3
Li3BrO,48.4
ThAs,23.4
Co2P2O7,23.9
CaCuF4,28.8
CaSO4,9.5
KAuF6,7.8
AuCN,2.3
Mg3Si2H4O9,11.9
LiBeCd,55.3
Ca2CrSbO6,76.0
ZrInNi2,65.6
Nb3Si,71.9
Sb2TeSe2,24.6
CdP2(HO)4,11.6
CrSi2,145.5
NdCoO3,94.0
CrCuO2,43.6
LuNbO4,50.5
NbP,38.8
Rb3SbSe4,7.2
Ti2VSe4,43.7
Na2NiO2,50.5
CuBi(PSe3)2,8.7
LiCaF3,49.3
As2O3,11.9
ZrCoSb,4.6
Tm3AlN,67.2
HfBRh3,84.3
AgNO2,13.6
RbCoCl3,5.5
TbSF,60.6
Pm2CuRu,30.0
SiIr,77.0
BaSi2Br,0.5
Re2NiO8,19.2
Sm(GePd)2,43.0
PCl3,4.4
KBe2BO3F2,22.6
CeVO4,39.7
TiAlAu,46.9
HfZnCo2,92.8
CrPd3,93.8
Tm6ReO2,78.9
VCoB3,212.7
UBi,29.4
LiMnAs,47.1
BaN3Cl,14.8
SnBr2,5.1
Sc2BeIr,40.8
Cd(AsO3)2,42.6
HfSiPd,91.6
CaHCl,36.5
DyTiGe,45.8
Rb3Sb2Au3,9.2
YCuO2,13.4
Li2GePd,55.1
Hf2BeTc,76.8
Na2O,27.5
SmAs,36.1
YbZn,0.9
SeOF2,8.6
InFeAs,13.8
Mn2SnS4,47.5
Zn(CN)2,4.6
TiZn,92.0
KH,10.1
Rb2MnF6,10.5
Nd3AlN,0.7
PmInAg2,32.9
BCl3,3.0
CoCO3,33.6
SBr,7.8
Nb2VAs,37.1
Re3Ge,71.0
ZrAsCl,51.1
Li2UO4,21.4
KRb2ScF6,10.5
Ba(CuS)2,26.9
K2PtSe2,14.5
ZrCoP,113.8
TiCo2Si,105.8
BiTeI,9.6
MnInNi2,25.1
LiAuI4,9.2
SnO,24.6
K3V,5.8
Tb2S3,46.5
TiC,167.6
BaAgBi,2.6
Sc2CuRu,55.3
Bi(TeBr2)2,5.3
GaNi2,29.1
NpP3,50.8
Fe2C,126.3
MnBeNi,151.7
HfBeSi,36.8
TmSe,10.8
BeMoRh,131.3
SrPd3O4,66.7
LuB2,175.9
TmCuSi,65.0
RbYS2,29.7
WCl4O,11.3
YZn,41.6
Li2Ag3F6,24.0
SrSiO3,221.7
BaSc2Be,17.9
HfInCo2,87.4
CaHBr,21.7
KSmS2,29.1
Sn2Rh,31.9
Pr3Pb,28.6
CaBe2Ru,37.2
ZrIr,52.7
HoVO4,46.8
NaCuO,14.0
YAs,40.1
YbNi5,67.6
Sb3Ir,51.6
Sn2PClO4,22.1
Sc2Al,46.8
Rb2NbF6,18.9
Nd2CuRu,26.6
TiAsSe,48.3
Ba2ErNbO6,74.5
Y2NCl3,18.6
NdMnPO,45.9
Y3CuGeS7,39.6
PuB2,184.9
NaNdS2,35.7
SmInRh2,50.2
CaIn,36.5
ErP,48.6
YTiGe,53.2
SmRh3C,70.9
Fe(BW)2,235.7
YScBe,43.5
Tm2TeO2,74.3
Er(HO)3,24.8
LiAs,14.1
ErCo3B2,127.3
InI3,5.9
PmTm3,34.9
VAg(PSe3)2,6.1
NbGa3,70.4
CdSnAs2,30.0
ThAs,35.0
NaMo2As,31.4
Rb2CuF4,11.1
K2MgF4,19.0
RbBeO3,24.4
Be2IrRh,85.1
CdBiClO2,17.1
CdSO3,14.9
PuO,43.2
Ba4ZrSc,7.5
TmF3,93.0
Ti2AlRe,87.5
NbSbRh,36.9
VSe,38.2
Yb(PRu)2,72.0
Rh3Pb,74.1
LiVPO4,36.6
CuF2,15.6
PbO2,41.5
Ca2ZrBe,6.9
Ba2ScCd,20.4
CoPt3,98.1
NaEuS2,27.1
ZrV2,9.1
Ba(MgSi)2,48.0
Er3GaC,6.3
DyTlO2,23.5
Ce(AgGe)2,33.7
Ba2NbFeO6,109.6
Nb3Os,59.1
TiCu,51.6
BeCrTe2,26.0
NaNbN2,55.9
NbSiPt,83.0
NpB2,228.0
VSi2As,0.9
ErSe,11.3
Ba2GeBi,10.0
SmMg,40.9
BeFeNi2,90.0
Mg2Rh,59.3
LiYBe,26.0
AgBiTe2,20.7
NpAs2,50.6
Tm2NiIr,49.2
LiAgC2,3.0
Sc6Te2Os,50.6
GaF3,70.9
GaFe2Ni,98.0
BaP2Ru,10.6
Cr2AsPt,15.2
MnIr,225.2
Cu3PSe4,24.8
CaCoSi,43.9
UIN,12.2
HfH3,45.5
BaSO2,40.8
P2Rh,86.6
TlCuO2,7.3
Cd(AgI2)2,8.4
Sr3BiP,4.0
CdAuO2,34.0
LiCuO2,3.9
CdAg,47.1
MgS2O7,26.5
YbMnGe,46.1
UAs,20.3
Rb2SeCl6,12.6
SiHgO3,156.6
Ca(InTe2)2,15.4
K4BeNb,3.3
Pr(FeGe)2,70.7
MnAlRh2,77.7
Mg2H6Os,53.1
YH3(CO2)3,37.5
Sc(CuSi)2,73.8
NaVO2,72.6
CaTlCl3,6.8
K4CO4,15.2
Na2Zn(H2Se)2,26.0
CaPb3,21.5
NaVS2,37.1
Li5CrCl8,18.7
RbCdF3,17.8
AlCrNi2,99.1
NaNdO2,47.5
Nd(CoSi)2,104.4
NdMgO3,5.9
NiPtF6,37.6
MnGaRu2,146.5
BeCoRh,130.1
BaS2,9.4
Y(Al2Fe)4,68.8
Dy(SiRh)2,85.8
Yb3Mn,7.2
YMnF5,8.0
Pr(MnGe)2,76.3
Ca2AlBiO5,33.6
U3(SiNi)4,46.8
Mn3ZnC,56.6
USbAs,48.6
SmMgZn2,41.9
KYbO2,29.8
Ni3B,123.2
NbCl3O,12.0
Mn3PtN,136.4
InP,24.5
Ca2As,30.3
SmCrO4,41.2
TiP2O7,39.5
CaPAu,28.7
Ta2AgF2,10.1
Mn2BeNi,110.5
NaMoF6,4.1
Rb2CrF6,10.3
Ce2ZnHg,27.8
Ga2PbO4,30.9
BeW2Se,12.0
GaI3,6.9
ZrBe2Cr,4.0
BeGaP,10.5
DySe,11.9
Th3Au,29.7
SmAl,54.2
MgPd5,35.1
BaSm2PtO5,51.6
K8PO3,5.0
Ce(NiAs)2,33.4
TmCo3B2,129.1
PuSi3,54.8
V3(OF)4,8.8
SrLi2Pb,18.6
LiNpIr2,34.9
DySb,25.8
KVO2,40.5
HoGa3,36.5
TbCoSi,64.2
Si3Sb2O9,32.3
BeMoPd,121.6
ThSi2,36.3
TbPt3,87.4
TaTl3Se4,3.0
NbCr2,63.6
CuBr,14.9
AlCo3,124.8
TbAl2,52.6
InSn2I5,8.5
Lu2MgOs,38.1
K2Be2O3,11.2
Dy3Mn3Ga2Si,59.1
BaVBr2,14.6
IBr,5.0
Th(GeOs)2,74.3
Li5Mn2Co3,71.0
CaBePb,4.4
CuAgS,10.2
RbCaI3,5.2
BaIrF6,17.5
KSb2,6.7
Rb2NiF4,10.6
Pr3Al,26.5
Er(SiIr)2,91.9
UPb3,28.3
CrH2,97.4
Zn(AgO2)2,57.8
In2Co3S2,46.6
Ba2MgTe,12.0
Ag2HgI4,7.9
RbCr4O8,79.4
BaLiTi2,14.3
Ni4Mo,127.2
ZrRu3C,136.4
CaFeO2,32.6
TlAgTe,13.4
LiFePd2,65.0
Rb3Hf,6.5
DyCrO4,46.4
Li2GeAu,55.2
HoAl2Ni,59.1
TiFeTe,56.8
KLiO,8.8
CeAs,31.5
MnNi2Sb,50.3
PbBr2,5.0
Ca(CoP)2,86.2
Yb(MgSb)2,31.7
Sc3InC,78.4
Na3ClO,20.5
YZrBe,44.2
TaNi2,82.3
Na2CuAs,14.5
KHCO3,9.4
Dy(SiPd)2,61.9
AlCuO2,39.1
NaErO2,41.0
K2Sn,1.0
Be2FeGe,110.0
NdOF,63.8
Li7Mn(OF)3,39.8
MnBe2Sn,77.0
Ba3Nb2CoO9,60.9
RbTe6,13.6
CuAs2,24.5
NiAsSe,47.0
Ca3(FeN2)2,36.4
BeCrNi2,88.4
Li5TaO5,52.7
LuSnAu,48.4
CeTeCl,28.1
Li2Co(NiO3)2,80.1
TbGaRh2,38.2
KBH4,27.7
Si2Ni6B,116.5
YAuO2,6.9
EuO2,94.2
CdSnSb2,21.7
Ga3BN4,176.8
ErSi,44.3
FeCu2SnS4,31.9
K2BaBe,5.9
BaTi(BO3)2,25.4
Nd2TeS2,35.5
HoAu4,43.6
P2Os,177.5
MnBeSe2,2.0
UPb,37.2
KTb2CuS4,24.9
Li2VF4,29.9
Ba2MgSb,18.9
Na3UF8,16.5
KBaLi2,6.5
Na2H4Pd,7.6
Sr(NdS2)2,36.4
Ca(PRh)2,66.7
AuCl3,5.3
WCl6,6.7
V3Cu,46.2
Pr(SbOs2)2,43.0
YbNi2,55.4
InBiO3,66.2
Rb3Sb,3.9
CaSbF6,27.3
Sr(AsRu)2,29.1
PrPt2,78.5
CoAsBr,17.9
Th3As4,52.3
Rb2Ag2GeS4,12.0
CuSbS2,22.9
GeH3Cl,4.9
ErPO4,81.1
Dy3Pd2,27.5
VFeSb,39.8
TiCuHg2,37.0
Be2VTe,29.6
Np(Al2Fe)4,75.4
Dy(GeRh)2,58.6
TmAg(PSe3)2,10.8
Sm(CoSi)2,105.4
K3Ho,6.2
Ca4Bi2O,25.3
Mg(InS2)2,37.3
Cr(GaS2)2,13.0
CrCdF6,32.8
MgCN2,195.5
ZnNiSb,37.7
CeB2Pt2C,76.5
Zr(SiNi)2,91.2
NbInSe2,5.3
Nb2C,37.6
PuRh3,72.6
RuRh3,198.4
Te3MoWS,1.1
PdAuO2,21.0
BaAl2(SiO4)2,28.7
Mn2SiRu,64.3
KCrCl3,13.9
TmInPt,53.9
NaPb3,14.7
RbH2N,7.4
BeRu2Rh,91.0
Ni3Mo,94.8
LaS,20.4
ScPRu,98.5
ZrAu2,55.5
Na3TlO2,27.5
Ba4HfSe,5.5
UCuPO,76.3
NpSn3,35.9
Pb(CO2)2,21.8
HfSbRu,40.3
TiFe2Sb,69.4
Co(SiO3)2,82.3
Ba4YCd,0.8
YBe2V,36.0
SmCuS2,37.6
BeFeHg2,0.5
LuNi2Sn,43.6
Nb3Au,40.4
ErMg,42.8
Tl4O3,11.3
TbAlAg2,20.5
KThCuS3,5.2
BaSO3,24.0
PrCrO4,35.9
PbCClO2,20.1
InTeI,10.4
GaCuRh2,105.0
MgSn(BO3)2,70.6
AlTlF4,21.7
BeP2Os,29.0
MnBeFe2,133.8
SbF3,9.4
Fe(HO)2,45.9
KNdS2,27.8
Ce(GeRh)2,71.9
CaHClO,20.3
DyTlPd,40.5
Ti(MoS2)2,75.4
Cr3SnN,77.9
BeTcW,49.7
In5AgTe8,16.7
Ti6O,65.3
Nd(GeRu)2,59.1
ScTlRh2,71.4
PrErMg2,39.2
KRb2CoF6,13.8
LiVIr2,115.1
Rb3Sb2Br9,1.3
Ta2I5,3.9
Ba4CaV,2.9
PuC,14.8
ZnCoPO5,32.6
WS2,3.1
MgU,72.3
VInPt,16.3
BeIr4Se,33.0
V3Ga,17.6
K4BeP,4.3
Tl2O,9.7
BaGe,9.1
LiZn,46.1
BaHfO3,98.4
Be2CoIr,66.7
SbTeO3,36.2
ScAl3,59.4
EuMgH4,38.9
BaMnCO3F2,30.4
Ni2P,32.6
Pr(Re2Si)2,117.0
Mg3(HO2)2,30.8
BaTi2Ga,29.5
CaHI,12.2
BaGaBi2,6.9
Cr2B,201.0
YMnAs,8.7
Na3AgO2,25.9
LiHoS2,23.1
YAl2,55.5
Ba2NaCu,3.3
BeInW2,15.4
TbMn2,13.7
BeV2In,37.9
AlFe3,100.1
Sr3Ge2(BO)6,44.7
LiAgO2,18.7
Sr3MnN3,32.1
RbAuS,11.4
SmRh,27.6
AgAuF4,17.5
Sr5As3,23.1
Se2NCl3,8.1
BeFe2Cu,92.5
Li2CaPb,32.9
MnN,16.1
NbGaCo2,65.9
GaSiRu2,63.4
FeCuS2,5.6
ZnSnP2,49.9
YbSi2,49.1
Li2ThN2,59.5
InFe2CuSe4,17.7
Sr3As2,11.0
TiBe2Os,70.0
FeGe,93.7
UIn3,49.2
AlCoF5,14.6
ThTeO,71.4
Tl2GeSe3,11.1
HoP5,44.0
YGe,31.4
NaGaTe2,10.6
SmSiAg,63.5
Rb2PdC2,5.4
TiB,5.2
TiBeRh,66.2
Dy3InC,58.7
NpSbTe,35.0
Te(HO2)2,16.2
B4CCl6O,4.6
TiCrAs,107.8
MgCrO3,100.6
SrCrF4,31.5
Ca3AsP,17.1
TlHg5Cl,7.5
TbScGe,38.0
PtS2,25.1
Ca3SnH2,31.6
SmGeRu,28.1
HfSiRu2,84.6
Ni3S,50.0
Yb3Tc,24.5
Na2O,31.9
LiNdTiO4,73.6
CoRe3,155.5
CaMnSn,19.1
Zn2Sb3O8,35.1
BaB6,110.2
V3Re,51.2
TiFe,66.1
LiFeS2,40.6
K2VAgSe4,5.9
KAgSe,11.4
Li2InSb,2.0
MgSc2In,65.1
MnPd3,80.9
LaVCrO6,99.4
Si2H2O5,15.6
Ca(BeAs)2,40.1
KSbS2,15.4
BeNi2Mo,127.0
Ca2As2O7,50.6
TiGaRh2,83.1
ScGaO3,105.6
Cr3PdN,109.8
SbPO5,101.8
Sr(MgAs)2,41.8
CoSb3,48.3
NaSmS2,26.6
MgTa2O6,66.4
TaGa3,60.4
Ba2MgUO6,68.4
Ti2Cu,78.7
SmZn,38.8
US3,8.5
SrHg,20.1
YSe,15.9
CaBeGe,16.2
Ga2CoRu,85.9
BaSm2PdO5,56.5
NaRu3,64.9
Y2SiCO7,43.0
NaYS2,28.7
Cd(HO)2,1.8
Li2MnF6,4.1
BaTe3,23.4
Al2(FeSi)3,112.2
