pretty_comp,et_c44
H3ClO,12.8
Ti2VSe4,54.3
SbCl(OF3)2,9.8
Pr2SO2,48.4
LuGaPd2,16.7
KZrS2,41.6
LuNi2B2C,145.5
PrCo5,36.4
CeOF,47.6
SrTe,5.0
LiPrSn,24.7
BeFe2Co,118.7
ErSeI,20.2
SF6,8.1
YBe2Ru,9.2
AlCuCl4,8.1
PmInNi2,8.9
LiCaF3,49.3
Ho2Be2SiO7,110.5
NbTe,47.6
LiSbS2,28.9
Ce3In,39.0
Ge2Os,95.2
NbIr3,238.6
UGa3,70.7
Cu2O,8.3
BaIr2Pd,53.3
LiBe2Ru,142.9
BaLiH3,43.4
RbZnH2Se2ClO6,6.6
AlFe2Mo,107.8
Y(GeRu)2,80.4
ScBeCo2,78.8
Hf6CoBi2,44.2
SnO2,14.7
Be2SiW,177.3
NiTe2,39.4
LiYbS2,15.3
Nd3Si2S8Br,22.2
CrO3,8.0
NaZr2CuF,11.6
Sc(Al2Fe)4,78.3
SmScSi,60.4
BePIr,80.2
RbI,7.1
BaZnCO3F2,37.5
KrF2,20.5
V4As3,111.9
NdCoP,42.8
SnPd3,66.0
Mn3AgN,72.5
AcFeO3,96.6
PaRh3,94.1
Sr2CaBe,11.5
TiPRu,110.0
Ba(AgS)2,25.2
Li5AlO4,48.7
Tb2Be2O5,211.1
MnAsRh,12.3
Ti2AlTc,66.0
Pr3Cd,27.7
SmMg2,24.1
K3Si,8.8
Mn2ZnAs2,11.1
Rb2B2Se7,2.9
TmPu3,11.9
CaTlCl3,6.9
NaBe2P,43.9
CrF5,14.7
Ba2ScCr,8.6
BaY2F8,38.4
ZnNiO3,74.1
TbCo3B2,137.6
HfVSi,151.7
DySbPd,29.4
TaAlCo2,92.0
Yb(MgSb)2,28.4
ScCdRh2,68.4
CaSn(BO3)2,88.5
DyBi2ClO4,84.8
Na6PbO5,23.7
SmS,101.6
TiCl3,24.5
NbP,187.6
RbCaCO3F,29.5
YbGa2,51.4
AsCl2F3,4.1
SrSn(BO3)2,79.6
Sr2CuF6,26.5
Sc3Fe2Si3,90.8
KScBe2,56.1
Ni2P,38.0
Sr2CuTeO6,53.6
BaNd2PdO5,73.0
Sr(CoGe)2,54.2
Ba4HfSe,5.5
ZnSe,20.3
ScBeHg2,8.7
Np2InNi2,33.7
Cd(InS2)2,34.7
K2BeZn,0.5
K2ReF6,16.5
NpIr2,93.5
MoC,202.6
Cu2HgGeSe4,29.3
Ca2AgSbO6,44.7
SiC,193.3
TiNbRe2,98.8
UB4,203.1
PuRh3,72.6
Ag(TeMo)6,10.3
BeCo2Sb,96.4
Te4Mo(WS)2,55.0
ZnH2SeO5,13.1
RbPb2Br5,18.1
K2P3,14.1
VSiPt,60.4
HgF,17.3
PrOF,50.8
BaTaMn2,67.1
Be2FeMo,109.8
MnI2,15.1
Na2BeNb,4.6
PdS2,57.5
Ca(ClO2)2,20.8
SrPd3O4,66.7
LiMnF4,13.8
Nd3Hg,28.3
LuNi2Sn,43.6
Ba2MgZr,21.4
YbBi2ClO4,38.1
LiAlAg2,53.7
CS2NF5,9.4
PrFeSi,87.8
MoIr,175.2
Ba3SbAs,4.1
V3Rh,78.3
NaO2,2.4
CaSnF6,8.3
Y2BeCl,44.7
N2O,6.7
MnVAs,117.6
Zn2GeSe4,25.0
MgSnO2,41.4
PrSi2,35.1
Ba4NbCu,3.3
Ba2MgUO6,68.4
MgC2,102.5
K3Sm,8.7
Mg(CoS2)2,55.8
BaDyFe2O5,65.4
RbPbCl3,0.7
SmSF,73.8
RbSmSe2,26.8
SrHBr,30.6
Ca(VN)2,7.2
MnSiIr,118.4
LiCaSb,33.1
TiBeSe2,88.7
Ga2TeSe2,10.8
LiBiF4,23.7
Ni2B,124.8
Er2NiRu,44.1
Mn2CrCo,86.7
NbB,199.8
SmTl,31.0
Li2MnSiO5,74.0
BaGeBr,2.1
CuO,66.4
HoCoSi,82.1
LiAgF3,16.3
CrNi2,146.0
LiCrO2,115.0
NbSe2,45.1
Ni3GeC,17.4
KRb2CrF6,11.6
NaGa(GeO3)2,51.4
NdScGe,53.6
P2Rh3,67.2
Pu3Ga,31.7
Ca3SbP,19.7
Sm3Tm,31.0
LuGa,42.5
H2SeO4,12.9
ScB2,220.0
Sm4S3N2,60.0
V2CrFe,70.5
Nd2O3,22.1
Mn2AlV,103.3
TiMnBe2,148.9
KBrF4,13.9
Li2MnCoO4,90.1
Ca(MgBi)2,23.1
Al2Mo,54.8
LiBePb2,8.0
Ba2Zn3(AsO)2,53.0
NaBeH3,74.2
BaZnGe,33.2
KMgSb,19.7
ThSn3,37.0
Li6Br3N,0.4
BaRhF6,28.2
K2H6PbO6,16.9
CuCl,12.6
LuSnAu,28.3
ZrBePd,29.2
Be2TlIr,50.4
Be2CoCl,63.0
U2Co2Sn,62.1
TiSiPd,77.1
SrBrF,32.1
CsK2Sb,13.0
USi,2.3
Sr(NiAs)2,27.8
YTiSi,68.5
ZrB6,8.3
Er2IrRh,49.9
PtI2,17.4
Nb2O5,20.0
DyRh,37.0
BaHgW2,80.0
Co(SiO3)2,92.9
LiP(HO)2,5.4
TiTeOs,54.9
Mn2Be2Te,51.4
Ba2Sn,17.4
RbZnF3,29.7
Yb(CuSi)2,43.5
V3Sb,57.0
LiCaGaF6,32.8
MgBeBr2,25.6
CdHgPd2,77.2
NaMnBi,11.4
Sb2Te2Se,28.3
Ca2BeBi,28.3
PrSn3,30.5
CrFe2Sb,55.7
BaTe2,28.8
Na4Br2O,16.8
CeCuSn,46.6
Li2PmSi,33.1
MnBe2Sn,97.6
MnSbPd2,42.7
Na6MgO4,37.8
Ni3Sn,92.2
K2S,8.9
KCaCO3F,36.0
SmCoSi,62.4
ScGaNi2,61.8
TiBe2Os,115.7
Sm2PbS4,19.8
Be2TcGe,122.1
Rb3InS3,4.7
BeVCo4,113.5
AgCl,5.0
DyScO3,83.1
Mg2Bi2O5,16.3
KPrO2,60.1
MnCo3,175.9
NpNi5,64.8
Mo2C,163.2
Sr2NiTeO6,33.6
ScRu3C,116.1
NdAl4,35.8
CaGa4,21.7
Ca2Pb,18.5
Ce(POs2)2,115.0
K2TeOF4,9.4
HfBeZn2,60.6
FeNi3,120.0
YBiPd2,37.2
Sr2TaBe,25.9
NaAgO,14.4
BeV2Pt,105.8
CuH6(NO)4,12.4
Ca2BeW,36.3
Li2PtF6,46.2
Yb(MnSi)2,36.5
ZnPt3,89.6
BeTl2Ga,7.8
Dy3Mn3Ga2Si,8.2
TmAlO3,105.7
Al2W,90.2
BaSn2(HO2)2,9.2
HfAl,64.5
Be2NiSe,13.8
BeGa2Fe,94.4
Be2WSe,93.3
LiDySe2,35.7
Rb2In4O7,41.3
CuAgO2,3.2
Na5LiN2,12.4
Au(OF3)2,5.6
NaScO2,102.6
ScTaRu2,80.7
ScTlRh2,71.4
Mg3B(HO2)3,80.3
Sr2Cu(BO3)2,19.5
Be2FePt,89.8
Be2CrHg,75.7
Y2BeBr,21.0
VSb2O5,16.5
KGeCl3,3.1
Ni2H,72.6
MnCu2SnS4,16.0
AlGaRu2,50.5
Rb2RhF6,17.5
LiMnF6,21.9
TiGaRh2,83.1
Nd(NiGe)2,40.1
Ni4Mo,103.2
ErHg2,30.8
BaTaS3,26.5
TeAsOs,41.2
NaC,11.9
PuCoC2,69.3
K2HBrO,6.3
NiF3,49.3
Sc2CdAg,48.0
AgBrO4,13.9
CuBr2,8.3
YbSb2,15.5
K2RbSb,14.9
Be2CrIn,127.8
HgTe,13.1
Rb3Nd,4.8
TbFe2,27.8
NbRu3C,131.1
LuNbO4,60.6
SrSi,29.2
MnGaRu2,146.5
RbLiBr2,16.7
SrZr2Nb,14.9
YCuS2,19.9
Tm(MnGe)2,28.8
Na3BP2,16.2
ScAl2,63.7
Na2CdCl4,9.2
TaAlNi2,80.6
U(CuGe)2,58.3
Cu2SnSe4,17.3
BaCdGe,29.9
Ba2YNb,13.1
Be5Pd,120.1
SmPPd,52.1
AlCu3,92.7
CeH3,51.1
H2O2,20.2
Tb2ZnNi2,44.3
SmAl2,48.7
CaCuP,67.0
NbGaNi2,72.3
MnFeCoGe,60.5
TiSnO3,90.5
HfZrZn2,71.8
TmBi,23.2
BiSBr,6.4
RbTl2Bi,9.2
MnAlO3,63.6
LiGaO2,116.4
Sr(CuO)2,20.6
ZrBrN,74.0
Na4Al3Ge3ClO2,28.8
Ga2TeS2,15.8
Li2MnVO4,57.9
Nb3Pt,57.8
SrHCl,31.1
Rb2Te5,13.9
DyMg3,41.6
Ba2TiBr,2.4
CeAs,31.5
MnOF,18.7
TmF3,28.1
Rb2NaMnF6,30.8
ZnTe,19.4
Zr2BePb,107.0
K2BeTl,4.4
BeF2,1.6
KNaTe,13.1
Be(HO)2,35.2
Ca2Sn,19.5
PrTlSe2,25.5
VAu4,35.7
LiZnN,70.0
NbPd3,112.0
Ce2Dy2O7,102.3
AlFe,136.4
ZrGeTe,82.8
NdO2,49.9
TiZnO2,39.9
SrBe2Ni,67.1
PrBS3,27.6
KGeNO,55.0
RbNaH2,14.3
TbGeAu,38.9
HoSiIr,79.8
Tl(FeS)2,56.9
SmAlSi,70.8
HfBeP2,92.6
Hf2BeTc,76.8
MnPt,115.4
TlGeF3,6.4
Sc2PdRu,52.4
BaTa2Be,50.6
Pr2AlCo2,29.9
CaBeBr,13.5
TaNO,57.6
BeNbBi4,11.0
Li3Be,20.1
MgAs4,37.5
NdMnSbO,36.9
PrTm3,22.6
KDyS2,36.6
Np(CuGe)2,65.7
SrLiSb,32.0
Nb3Ga,26.0
NaFe2O3,58.4
KCuO,23.4
BeCoNi2,108.8
Li2SnBi,15.1
DyMgIn,36.3
K4ZnP2,11.2
Dy(GeRu)2,80.7
NaBH4,9.2
PrMnGe,52.9
Tb(SiIr)2,136.2
FePS3,39.5
MnNbGe,76.7
Pa2SbTe,52.8
NbNi3,85.0
PbAu2,20.8
KRbS,12.8
AlTlF4,28.3
BiAsO4,37.0
TaB,226.7
MnPtF6,33.1
NdAs,33.6
Zr2BeGe,127.6
ErBi,22.6
UO3,12.8
V2GeC,83.7
TiPd2,97.8
CaBeFe2,67.8
NaNiIO6,65.5
MnAlPt,39.2
YbTlPd2,39.0
Ca2GeO4,43.5
U(SiIr)2,149.8
YSc4Be,4.7
B2O3,137.7
PrO,49.1
Na2GeF6,25.5
K3VSO3,12.5
Tl2GeS3,2.8
Ta2AgF2,5.0
Be2FeSb,48.1
TiBeCl2,54.4
Dy2Fe2Si2C,75.1
TbYb2PrS6,14.7
CaCuO2,31.7
NbPS,72.3
TcAsPd2,45.3
AgHgAsS3,17.9
ScSnO3,30.4
K2NiF4,26.2
Ce3Al,42.0
NaZr2CoF,14.8
TiBeRh2,93.7
NbTlBr4O,11.1
LiCa2Tl,29.9
RbAcTe2,13.4
LiTbO2,48.8
Rb2ZrCl6,11.6
Al2O3,57.0
CoSbO4,49.9
InPd,36.5
HfZrO4,37.0
Na4BeTc,6.7
KAlSiO4,36.4
Sr(NiGe)2,25.7
Ba(MgBi)2,22.2
AlH3,36.5
DyAg2,62.0
PrP5,35.4
UGa3Ni,57.0
Rb2Sn2O3,30.6
BaCa(FeO2)4,27.5
Lu2ZnIr,50.4
Ti2Cu3,91.9
KTm,6.2
NbBi3O7,12.4
Ba2Mn2Sb2O,14.4
La2SO2,44.7
SmCdAu2,16.2
SmCu,30.3
AgNO3,8.9
SiH4,2.9
Cr2AsSe,54.0
K2NaScF6,21.4
SmAlGe,65.8
TiSe,27.7
BeTe,50.5
RbSbS2,10.6
Ba3SbP,3.7
Ba3Er,10.6
NdTmMg2,40.2
ZnAsRh2,45.3
KNdTe2,21.0
HfVF6,12.3
Sb(IF3)2,11.8
Y2AlSi2,58.1
CdSO4,38.2
TaBO4,87.8
YAuO2,54.1
K2NaAs,12.4
Sm2O3,82.8
LiBeSe2,28.9
Tm2CdSe4,25.6
PrZnSbO,32.0
NaCrAs,10.2
Ba2SbI,0.0
Np(SiRh)2,119.4
MoCl3O,2.9
Ba2HgPb,18.7
PbO2,4.5
BeCd2Fe,61.6
Sc2Al,36.3
Li4Mn(BO3)2,26.0
USe2,43.3
LiYbF4,15.0
Tb2In,12.3
Th3U,56.8
AlVNi2,103.6
Mn2BePt,79.9
AcH3,79.4
RbGeIO6,47.0
BaTe3,28.6
Cr3Ir,81.5
YbSe,29.0
Li3Pb,5.7
ThAg2,40.5
TbH3,96.5
KTi2F7,36.4
Ca(BeAs)2,64.2
BaSi,17.6
MnPd3,81.2
NaZnAs,11.3
HoMgIn,37.0
Li4CuF5,31.6
Dy4Sb3,26.7
SmCrO4,10.8
TaBeFe4,85.7
YbTe,20.4
ScGaCo2,88.1
YHg,35.0
Li5SbO5,84.8
UWC2,37.8
Cr2CdS4,23.1
Na2CoS2,26.1
Rb3In,0.2
ZrH3,61.7
MgCO3,93.1
YZnAsO,42.1
HoAu2,71.2
Ti2BeCl,21.2
NpTeAs,60.5
ZrBe2Cr,115.8
RuPbO3,62.0
Na3AlAs2,19.6
RbPrSe2,25.4
LiBi(PdO2)2,47.0
Mg(AlS2)2,35.3
TmTaOs2,83.9
KHg,4.0
TiAlF5,52.6
ZrSO,104.1
VAuS2,56.3
Tm3AlC,2.6
DySnPd2,15.4
Ba(PRu)2,104.8
In5AgSe8,26.2
K3AuO,10.1
Sr(AlH)2,44.0
BaNiO3,53.1
CeP,31.5
AgSnRh2,73.3
TaTi2Be,96.5
BeCr2Tc,160.7
Yb(SiRu)2,102.6
SrHClO,18.3
NiSnF6,28.9
TiCrAs,71.0
Zn(GaO2)2,109.1
RbMgBO3,28.2
Li2SiO3,41.3
NpGe3,54.7
GaN,206.9
USbRh,29.5
KP(HO)2,7.3
Ca2CoO3,55.9
Na2NiO2,9.9
CaReBi,15.9
TmInRh2,64.2
BeVP4,15.6
MgBe2Sb,16.8
BaLiSb,17.1
NbSeBr3,1.8
Li3BO3,26.8
AsCl5,3.7
Ho(CoGe)2,71.7
VFeSb,39.8
Na3PS4,2.5
MnBeCo4,57.8
TaBeCl2,12.6
BeCu2Mo,92.6
NaHoSe2,35.7
AsRhBr,26.7
TiCdHg2,32.5
CaZnF4,14.3
SiH8,2.2
ErNiC2,83.1
MoCl3,31.5
Pr3Ga,24.1
NbPO5,56.3
Pb2SO5,15.3
TaTcPb2,23.2
ErInNi4,63.7
Ca(CoN)2,27.9
LiBi,5.8
NiI2,12.3
HoPbAu,37.1
Hg2P3Cl,43.6
TmH3(CO2)3,36.2
Te2Mo2WSe4,40.4
Ga2Te5,18.2
NbO2F,55.0
BeNbNi,50.2
ErAl3,58.8
MnFeTe,14.0
ZrCl3,16.1
OsCl2O,31.0
MgU,74.6
Ag3Rh,53.4
Al3BN4,202.0
BaFeHg4,6.0
TbNi5,59.8
ErNiSb,50.7
K3Sc,5.9
BaGaBr2,21.9
TiS3,30.5
CdCl2,3.0
TiBe,107.1
BiBCl,2.2
DyTlS2,33.4
Nd2CuRu,26.6
YScBe2,69.5
Cr(WO4)2,68.4
KTa2Be,5.0
Ca(CrN)2,13.6
LiNbO3,66.6
Be2VTe,77.8
Ba2GaSe,8.1
BaCeN2,49.3
CrB,208.9
HfSnRh2,64.7
BW2,172.4
BaNa2Si,12.2
ZnNiF6,36.1
ZnH4(ClO3)2,17.2
TaGa3,103.7
CaClF,37.7
TiPd,43.4
BaGa4,32.3
AlIr,119.7
CdCu2GeSe4,31.0
CaSc2Be,24.5
LiMnIr2,138.6
Rb2PtCl6,12.8
BaSO3,39.5
TlAgO2,25.6
Mg2CoH5,58.2
ZnSnF6,29.0
MnBe2V,156.7
VPd2,114.9
BaAgAs,35.8
TaBeRu2,74.5
TaCu3S4,18.5
InCuS2,33.6
SrO,2.0
Ba(PPd)2,19.0
K2MnH2OF5,19.2
Li4CO4,46.2
KH2N,18.4
MnNbO4,44.6
SrZnCl4,16.8
Te4Mo2WS2,52.6
Ta3Sb,53.8
Rb3Os,9.6
Ba(MnSb)2,20.0
NdCuO2,51.5
Zn2NiN2,38.7
Sc2CuOs,64.3
CaUO4,54.5
MnClO3,8.5
TmH2,75.8
Ti3PO7,42.9
Ce(AlGa)2,57.3
Na2LiBe,23.1
RbBa3,8.2
ErNbO4,59.3
RbCa2Nb3,57.4
PmTlTe2,17.0
Cr3SnN,77.9
RbO3,8.7
TiZnIr2,127.5
Cd3PCl3,11.2
Ba2HoRuO6,66.6
Sr(AsPd)2,18.9
Al2Pd,33.8
Sm3Ti,32.1
NiF2,23.6
TiIr3,225.8
MgHg2,6.5
GaSiRu2,63.4
YbBiPd,20.0
SmSe,12.2
K2IrF6,18.6
BaF2,25.0
BaLiP,29.0
Yb(PRu)2,141.1
BeBiCl2,10.6
ThC,82.7
ScAu4,42.8
GaBiO3,98.0
Li3VO4,33.7
TmRh,43.5
Ba2TbSbO6,72.9
SrGe(PO4)2,57.6
KNbO3,88.7
Ba2YNbO6,69.3
PbCO3,19.3
Na2Se,15.9
Th3P4,58.2
B4CCl6O,6.6
FeNi,81.0
Ca3(GaNi)4,33.5
Na2SrBe,17.7
MgZr3,50.1
Sr(BeN)2,162.9
Sn(HgSe2)2,25.7
HfAlNi2,26.6
Ca2Sn3O8,27.6
DyBi,21.5
Rb3H5Pt,14.3
RbClO4,8.2
TiGeTe6,9.6
UGe3,72.1
YbSn,26.0
LiH3O2,13.8
ErAg,39.1
Pm2SiHg,25.7
BeCu2P,19.4
ZnO,86.2
YbTiO3,99.6
PrCuSe2,39.6
HoAl3,58.5
Rb2O,4.7
ErSCl,26.1
HfSiO4,51.5
Lu(FeO2)2,48.0
ZrAs2,95.2
Li5MnO5,71.1
DyInCu2,44.1
Ba(P2Pd)2,25.2
Rb2Yb2O5,0.8
RbYbS2,14.1
MgCrO3,109.7
Pb5(SI3)2,13.0
NaZrBe,24.6
VS2N3Cl2,17.1
DyAg,37.0
KTlCl4,7.8
NbS,85.3
YNbO4,57.0
HoCo5,58.9
TbY3,32.8
Sr2GeS4,7.5
Er(SiIr)2,135.1
Ba4ScGa,0.0
Ca4BeP,8.2
Y(HO)3,33.1
CuNi2Sn,80.7
LiBeFe,68.2
Ba(SbPd)2,17.9
LiNbIr2,105.0
NdSe,12.5
Li2B2S5,9.1
NbSiPd,113.7
Li2TiFeO4,95.1
Sc2BeRh,42.3
ZrCoP,133.6
TbRh3C,73.9
BeFeRh2,96.2
MnBr2,19.4
MnCu2Sn,45.5
TbAgSn,33.2
GeClO2F5,10.7
Ti3Zn,59.4
EuCd,34.8
K3Na(FeO4)2,19.3
K2SeBr6,11.5
VSb2,68.4
LiCd,31.5
KSr3,10.8
V2O5,66.2
RbYO2,67.8
BaPdS2,30.4
Ba2TaTe,17.4
BeInRh2,84.6
ZrSnTe,73.6
PrY3,30.7
NiAsSe,47.0
HfSe2,47.0
TiBeRh,71.2
RbNdO2,58.7
Mg2V2O5,43.3
Cd(GaO2)2,84.5
Ba2ZrS4,25.2
SrAuO2,25.4
V3Au,47.7
LiSmO2,47.8
SrCaGe,30.4
ScRu3,97.0
YbCd,31.0
NaSrBO3,58.8
TiMn3O8,92.5
SrAu2,20.3
Ho3AlN,62.9
MgP4,46.9
YNi5,60.8
ErAgSe2,23.3
LiAuF4,12.2
Ga2BiS4,13.1
RbSmS2,31.8
NaCaAs,20.7
Ce(SiAg)2,50.7
TaMnP,105.4
Ba(CdP)2,35.5
Pr(SiAg)2,48.4
Sc2AgRu,44.2
Ti2CoSe4,71.0
KSn2Br5,15.8
BeV2Tc,151.4
ZrRh3,139.9
Li5CrCl8,18.7
TbP,45.2
As3H5,20.4
SmSe,2.6
GePb3O5,35.2
Sm3CuGeS7,42.4
P2Rh,109.9
Ta2CrRu,76.9
MgBe2In,3.6
TmCo3B2,142.3
Ca3MnO4,74.9
V3Te4,42.3
SbTeO3,36.2
Rb2LiDyBr6,11.9
YAgS2,27.7
Be2CrTc,130.2
Tb(CuS)2,33.8
CdInGaS4,6.4
AsRu2Se,9.9
Tm2AlSi2,59.2
Sb2S2O,11.1
Sr2FeSO3,93.0
NdSn2,32.0
NdTeF,59.9
SrBeF4,39.1
Th2Pd,11.3
LiCuF4,40.1
ScBe2Cl,29.3
NaMnO2,39.9
NdIO,41.9
LiBO2,108.8
NaPPdS4,13.9
HoNi,40.4
LuNi2,61.7
Sr2Sn,23.9
SeCl,6.2
VP,52.1
Np(CoGe)2,50.4
USiAu,54.9
Be2SbW,70.5
AgI,15.9
LiScF4,18.4
Sr2BrN,32.9
CO2,2.5
Na2TlSb,22.6
Mg2BeCl,11.8
Sr5As3H,40.2
SrCrF4,29.5
Ba2ScBi,16.0
Y2BeIn,68.8
UTeN,86.0
Sr3BiN,38.1
Pm2O3,47.4
UP,21.5
Ag2SnHgSe4,9.4
Y2GeI2,26.4
Ho2SO2,60.5
VNi3,134.3
Tm2SO2,63.4
Mn3AlC,62.1
NdMgO3,5.9
BaGa2Cl,22.3
FeAgO2,49.9
BaAl2O4,37.9
Nb3Sb,60.6
Te2Mo3(SeS)2,53.0
Nd(CrSi)2,87.4
Sr2BeBi,38.7
AcOF,44.0
Sm(GeRu)2,82.0
TiAsPd2,14.9
Sb2Os,96.6
AuClO2,12.6
K5As2Au,9.4
ErCuSe2,35.2
Hg2SeO4,8.6
CdSO4,20.3
Sr2SnO4,57.9
KBa4Mo,1.3
TmC2,99.2
Y2Al3Si2,60.4
AlFeF5,26.8
Mn2P,57.0
CoAs,54.8
ZnCO3,68.3
TbGa,35.5
CrSi2,154.1
HfMg,23.1
KSbS2,15.5
Er(FeGe)2,70.6
Sr(AlPb)2,4.5
Ag2HgI4,6.9
SNF,18.7
BaBiBO4,25.4
Ti2BePb,13.4
Er(CrSi)2,39.3
U2N3,81.5
FeP2,187.2
SmRh,27.6
RhPb2,35.5
BaPd2Rh,26.0
Ho(FeGe)2,71.6
Hf2ZnHg,28.3
MnGaCo2,85.6
DyTlO2,66.3
KAuBr4,6.4
LiBeFe,18.2
NaCNO,13.3
RbCS(OF)3,11.7
Be2MoCl,28.7
AlAgTe2,21.9
Np3Sn,51.0
HoH2,71.8
LiNpIr2,34.9
ErVO4,19.8
K3NbO8,17.5
Sr(GeRu)2,66.9
Ba2InClO3,57.6
NbAs2,76.3
Er2O3,58.2
PuPt2,38.7
BaNa2Mg(PO4)2,52.2
MnNbSi,102.2
VTe2,35.1
NbCrSe5,26.9
Mn2Sb,28.2
Ag3AsS3,10.5
GaFe2Co,103.1
K2SrTa2O7,76.6
Pm3Si,35.3
Rb3V,4.6
BeV2Se,86.7
BW,235.9
BaPt,17.8
Sc2SO2,59.0
InTeI,5.1
Ba2BiBr,4.3
Tm2IrOs,68.2
Be2TcSb,59.3
Ca3P2,16.3
HfCuHg2,32.8
BeNb2Ir,37.3
MgAlIr2,110.6
Rb2Zr2O5,78.8
Th(AlC)4,89.1
VTc,95.9
RbHO,9.7
YbAgS2,14.4
Li3Mn3O5F3,54.4
ScHO2,40.9
Sc2GaCu,58.6
Ba2ScHg,19.2
PuO,43.2
Li4PbO4,42.3
SmHoRu2,36.8
TiFeTe,56.8
BaAl2,29.9
Rb3Sb2Au3,9.5
SrThBr6,22.5
Tl2GeSe3,2.7
FeCl2,30.7
NpSi3,86.3
BaSbPt,20.0
NaDySe2,35.1
K2Be2O3,7.5
CaCuAs,56.3
BaO,74.8
Li2Mn4O5F3,37.5
YbAu2,51.1
XeIF7,12.0
NdPPd,54.0
K3Zr,6.6
TlCoF3,35.2
TiHg,32.9
BaBiTe,4.6
SbPO5,40.7
CrH,111.6
BAsO4,36.4
Li2AlNiO4,43.8
SrGe2,29.8
TmIO,46.2
Ho6FeBi2,29.0
Rb3Sm,5.1
CrPt3,115.4
Ni3(PbSe)2,17.7
V5Sb4,57.1
Rb2SeCl6,12.6
CrWO6,44.4
TlCuO2,4.4
HoSbPd2,36.7
BaTi(BO3)2,100.1
LiPm2Rh,18.6
HBr,12.5
CrPbO3,103.6
Er2SeO2,58.7
BaCr2Cd,8.2
Li6CrO4,64.0
Dy(Al2Fe)4,76.5
SrIn4,12.6
Mn3ZnN,82.8
HfMgO3,51.5
Sr2ZnCu2(SO)2,53.5
Sc2Si2O7,62.3
Sr2GaSbO6,105.8
LiTm2Ir,39.3
Ce(SiRh)2,117.9
ThBi,30.8
MoW2(SeS2)2,78.4
Cd2Ru(CN)6,16.0
TaGaRu2,116.5
Fe2As,63.4
KLiZnS2,21.9
TbBr,18.7
YbH2,30.1
TaB2,224.3
Sc(VGa2)2,119.0
Cd2GaAgS4,14.5
Yb2PrDyS6,13.9
Na2H6Pt,17.9
ZrNCl,53.0
Bi2SeO2,1.2
BeW2Se,142.4
Rh3F,27.2
Ba2SrWO6,18.8
SmTlO3,37.3
NdTlS2,29.9
KMn2Be,50.4
Na2PtSe2,11.4
Th2Fe2Si2C,71.6
Rb3Pb,6.3
Be2SiTc,198.0
TiSi2,106.2
BeGa2Cl,12.6
BeCr2Pt,113.4
Be2FeSi,128.7
Li7VN4,109.6
Al2RuRh,111.4
ScIr2,122.0
CaP3,37.9
TiBeZn2,52.1
Be2NbHg,84.4
KBa4W,2.8
GeSb4Te7,28.1
BeCrRh2,96.4
ErSiRh,73.6
Rb3BrO,8.7
Sr2LiCoN2,53.7
NaLi5N2,44.3
PrBi2BrO4,69.4
HfSiMo,131.6
MnBeTl,30.0
BeCdSe2,0.7
HoHg2,31.8
KBaV4,0.5
KCN,4.2
VCo2Sn,75.6
ScSnPd2,56.2
Rb3MgH5,10.7
DySCl,31.6
ZrAlNi,71.7
MgBi2O5,23.2
DyPbAu,36.5
CdAsOs,38.4
ThSi2,69.3
InI3,7.8
YbAu,31.5
SmNi5,55.0
Ti4As3,59.7
Mg2SnN2,71.2
SrH2,19.0
Na2CuP,12.1
Co(AsO3)2,90.2
Tb(HO)3,34.5
MgH2,6.9
DySn2,37.2
ErAlAg2,27.0
Li2CuO2,36.2
BaMnCO3F2,9.1
Rb2P3,13.3
TmAs,43.1
HfRu,76.6
TePdI2,15.7
KMnO2,43.1
Mo3(Se2S)2,67.0
KBeIn2,8.4
PdF3,20.7
NpP3,70.9
FeAs,122.7
Mg(BC)2,243.8
BiF5,14.0
LiVRh2,77.5
CdCO3,44.5
CdCl2,16.6
HgB2(CN)8,5.7
TiCo2Si,105.8
ScZn,64.4
NdPb4F,9.2
BaB6,110.2
Ba4MgTe,1.6
CdIrO3,42.8
AuO2F,4.9
YFeO3,71.3
MnBe2,163.1
RbNdSe2,25.9
NdIr3,119.5
Co2B,103.5
Rb2TeBr6,3.6
SiF4,11.9
Ta2SnO6,59.4
USbTe,63.3
KCuC2,1.6
PI2,4.1
Ti4ZnO9,39.9
Ba2ScTl,22.3
PrH3,25.5
Nd(SbOs2)2,42.4
Sr2MgUO6,48.5
ZnNi3C,35.4
KNO3,17.9
ErIn,44.0
Na3CuO2,28.9
USeO,81.8
GeF4,7.8
BeIrOs2,178.9
Sc2InAg,50.7
ScCu,48.1
YCuSn,46.4
ThSnPt,35.1
As2O3,19.3
Tl3CoCl5,9.3
ScHg,46.7
Li2CeP2,43.4
CeH2,53.0
ScCo,51.1
TaAs2,82.2
Rb2CoF6,11.4
Lu2Si2O7,59.6
PuSi2,16.8
LiH3O2,20.4
CrCuS2,19.2
MnAlFe2,100.6
Rb2NaVF6,26.2
HfBrN,49.8
TbCuSi,71.8
B2W,228.2
HfBeCl,31.0
AgSbSe2,15.2
YAl2Co,35.6
TmP,49.6
ScP,51.5
Nd(SiRu)2,109.1
WCl6,7.1
SiRh3,92.8
LiBeN,85.8
ThRu3C,97.6
Rb2S3,13.3
Sm3Zn,33.4
DyCoC2,83.9
LiCoO2,124.5
Lu2ZnPd,40.1
HfAg,80.2
Ca(CdAs)2,32.2
Na4GeO4,33.4
Nb3Ga2,92.0
