pretty_comp,shear_modulus_gv
Ba(CoAs)2,35.547
Be2CrTc,92.787
Li2MgSi,40.28
NdPb3,17.44
Na2PtC2,39.287
Ti2AlCr,17.54
Mn5O3F5,27.526999999999997
BaNbCr2,22.48
Tm2ZnPt,40.2
Rb3Ir,8.513
SmTa3,19.9
BaSr2Te,11.873
ZrBrN,37.12
Ca(CdSb)2,19.66
SbClF8,9.08
Mn2SnS4,27.76
TbYb2PrS6,21.453000000000007
CdP2(HO)4,10.26
SrCrO3,100.7
Te2Mo3S4,19.813
Na3Mg,6.0
BeNbRu,62.733000000000004
AgH4WS4N,10.933
Ho2In,27.593000000000004
KBeO3,6.9
HfAlNi2,31.06
DyAgTe2,23.566999999999997
Ba4MgSc,0.96
Ti2CuTc,52.72
NbTe2,26.273000000000003
Sr2MnO4,66.453
TaGaFe2,118.3
PtCl2,13.44
V3Cd,44.6
Li5AlO4,54.433
Ca4BeW,13.82
VBr2,11.753
Rb2S3,10.047
BaZnCl2,17.66
Ti2AsW,19.86
PuNiC2,56.367
LiSc2Be,26.46
BaIrO3,67.02
Mg2SnN2,56.327
AlP,47.06
Ag2HgI4,6.2
B2Os,178.47299999999996
Er2CdS4,24.26
K4Sn3Se8,10.9
HfZrZn2,51.18
BaPIr2,31.533
Ba2CrBr,1.18
Rb2CrF6,9.04
Na6S2O9,23.42
CeSb,18.76
Be2TlIr,43.96
Mg2Sn3O8,59.306999999999995
Ti3TlC,77.04
ZrSnPd2,34.3
LiTaBe,14.56
NaSc2Be,13.08
MgS,22.64
Te2Mo,9.927
KNbS2,48.147
Ca2SnN2,47.42
HoAgPb,33.467
Li2VO3,77.773
SrAu5,25.093000000000004
ScZnRh2,62.48
Mg(ScS2)2,29.12
GaAg2,23.573
Nd2TeS2,25.226999999999997
Zr2Al,52.613
Li4TiS4,15.593
KBrF4,9.667
MnTlCl3,18.36
BeGeN2,148.953
SmTiGe,32.613
BaSr3O4,52.88
CuF2,29.013
Th3P4,60.2
Ho2AlSi2,59.967
PbBrF,20.28
HfBe2Ru,35.68
CaAlH5,31.147
Na3AgO2,30.63300000000001
MgTi2S5,17.553
CoPt,106.62700000000001
LiBe2Ru,70.727
Tb2In,25.0
MgBePb,5.28
HfNi2,77.38
NbGaCo2,33.68
ScSbRh2,20.6
HoZn,32.84
YPO4,79.313
WCl6,8.027000000000001
SnF3,25.12
CuO,0.3670000000000001
Na2MnBe,14.56
Ta2ZnO6,85.34
Si2SnO6,61.633
NbSb2,69.66
BaNi2Cl,3.467
MnNi3,87.48
KCu4Se3,15.56
RbLiCl2,11.552999999999999
PbF2,23.47300000000001
ZrHg,38.37300000000001
BeRh,104.2
YGa,46.747
KNO2,8.027000000000001
Li2VGeO5,52.253
AuCl3,5.492999999999999
TbVO4,60.747
PtO2,71.16
SmGeRu,46.946999999999996
SrInHg2,11.62
NdSn3,22.64
Np2InPt2,35.273
BeCuTe,18.627
ZrAu2,53.913000000000004
Mn2AlCo,62.66
Sc2AlIr,53.7
InCuSe2,22.267
MgV2O5,32.22
ZrAlAu2,22.68
LiMnSb,13.967
Al2O3,58.687
Rb2MnTe2,7.8729999999999976
NdCoP,44.093
LuTaOs2,106.06
AuCl,4.773
KVO2,42.94
Hg2P3Br,21.366999999999997
MnGaFeCo,26.42
UNiAs2,51.12
NaF,36.1
YbSnRh2,48.9
RbCuC2,23.566999999999997
Sb2TeSe2,23.213
CrHgAs,6.48
YScBe,40.78
MgVO2,25.653000000000002
NaBr,14.32
TbMn2,11.2
SrBeSb,9.92
TaTl3Se4,8.6
K2UTe3,15.613
ScI2,17.2
ZrAs2,71.78
BaGe,20.107
Na4CO4,19.753
CeP,27.68
HoAu4,32.013000000000005
LiCo(CO)4,2.8
VNCl4,9.413
CaBeGa,6.52
Mg3BN3,42.37300000000001
TlBSe3,13.56
Be2NiCl,30.066999999999997
BeTlP4,2.22
CrH,132.34
SmBRh3,82.24
TiBeW,55.01300000000001
AuClO,20.453
HgCS(OF)3,8.793
Mn3Hg,41.52
YbTe,31.58
YNi5,69.04
DyP,65.92
Mn3Sb,7.38
KThCuS3,24.846999999999998
BaZn(NiO2)4,37.107
CuRhO2,52.946999999999996
SmNi,24.88
Li2Fe(PS3)2,28.046999999999997
U(SiNi)2,59.153
HoTiGe,50.08
HoAl3,59.5
FeAs2,112.493
Lu2GaCu,40.94
ScZn2Ag,43.2
Sc2BeCl,16.74
Sr3GaO4F,55.893
GaFe2Ni,41.82
ErTlS2,31.166999999999998
Mn(NbS2)2,18.993
Ba4BeMo,1.44
Mn2CoSi,36.44
Sm2MgIr,21.62
PrS,49.84
Zr2SbP,73.3
PrSO,41.446999999999996
SiOs,128.4
Ba2RuO4,54.867
BeTe2Pd,16.187
Li2CO3,59.887
MnBeCl,36.247
TbHO2,40.72
Ag2HgSI2,6.2070000000000025
SmI3,4.46
PtI3,13.867
TaCoSb,58.9
NaBH4,10.812999999999999
SO3,12.02
LiPrSn,29.66
Nd3Mg,20.753
Li2FeBr4,16.1
Li2BeBi,5.62
RbPrS2,27.16
KNdTe4,19.012999999999998
CoTe,48.973
ThNi5,62.027
Ti3Ir,4.0
Yb3Si5,42.6
ErNbO4,68.94
MnAl,77.14
Nd3InN,52.84
Nd2Tl,17.44
ZrBeHg,42.967
Dy(FeB)2,79.207
TaSbRu,67.0
Zr2Np,21.987
Pm2CuRu,30.26
LiCaN,41.933
Ag3N,2.48
K2SnSe3,8.787
Ti3Au,22.96
GaSb,29.107
SiTe2Os,33.82
ZnNi3C,67.1
NbCrGe,92.90700000000001
PmBiRh2,6.36
LiAc2Si,22.16
HoI3,5.073
ScCo3B2,129.153
DySI,17.247
HfBeSb2,14.667
P2Ru,142.0
ThZn4,47.187
PbI2,6.38
CeSi2Ru,66.68
Nd3PbC,18.08
CeOF,56.94
ErCuSi,62.586999999999996
Sr(CoP)2,43.707
Sr3SbAs,18.26
LiCuAu2,1.3130000000000002
Be2CrBi,24.1
Zr2Pd,50.233000000000004
YAgSe2,24.587
MnBe2Te,37.0
AlAgTe2,17.053
Ba2ScTl,13.26
Cu3N,48.74
Ca3MnN3,53.233000000000004
BiTeCl,12.253
KNO3,11.427
BeVMo,58.273
Ba(MgSb)2,26.56
InCuO2,43.593
Nd2PbSe4,32.22
LuBr3,6.6129999999999995
MnGePd,40.533
EuPd,29.74
ScAlNi2,58.12
YAgSn,42.3
U2PN2,92.2
CaSi,40.273
MgZn2,12.747
ScAl2,66.8
SmHoRu2,48.64
Ti2BePb,8.312999999999999
MnCu2GeS4,21.206999999999997
MgTi2O5,74.76
NbCrSe5,25.8
Al2W,21.8
Co2C,108.273
Sr(MnSb)2,17.5
ErTaO4,76.747
TaZnRh2,36.86
Pr(CdP)3,33.093
K8PO3,10.16
Te2Mo,25.32
Np(GeRh)2,55.047
Li3V2O6,63.586999999999996
MgMnF6,43.22
K3GeS3,14.652999999999999
Lu(CrSi)2,53.44
TbCuSi,60.273
TbCd,26.58
MnTePd,16.66
K3WF6,8.96
BaRuCl2,13.853
BaMnCO3F2,22.62
CrBr3,6.58
TiAl3,66.96
BeSnCl,7.1270000000000024
Fe(NiSe2)2,35.993
BeZn2Fe,42.773
BaMg2FeH8,40.653
V3Re,73.68
ZrB,93.46700000000001
YbPt3,73.16
Pr3Al,23.04
SrSi2,37.46
ErBi2BrO4,45.647
Ga2S3,26.44
HoAl2,59.38
Be2BiIr,27.2
SiH4,2.873
BaSrCa2,9.26
ErSCl,22.747
Li2SbPd,35.62
Sm3GaC,49.36
Fe3Pd,87.42
PmHoMg2,28.3
Li2MgCu2(Si2O)2,59.52
ScCl3,10.82
Li2AlPt,44.4
Be2InTc,91.56700000000001
ScSiPt2,74.027
LiCa2Tl,22.4
Mg2Pb,24.98
DySnRu2,62.72
Mg2Co3O8,64.133
RbCu3S2,22.24
MnBe2Ni,76.58
RbFe(MoO4)2,28.846999999999998
CaBeBi2,11.513
YZrBe2,49.647
KYbS2,17.673
ScSe,50.98
TiTc,76.8
Ca2CoO3,62.967
CdCu2GeSe4,23.36
Ca5Si3,30.79300000000001
Li2MoO3,81.32
Sr(AsO3)2,67.013
MgAl2O4,111.04
Ca(FeN)2,44.76
Ba2SmNbO6,76.82
ThSb2,35.16
SmBi2IO4,41.367
Ce(AsRu2)2,80.12
TbAgSe2,21.613000000000003
Li2FeNiO4,78.98
CaBeRu2,14.02
Cd(GaO2)2,62.08
Cu2Te,13.693
LiErSe2,29.487
ReSe2,42.76
Ca3SbAs,21.28
ScPS4,17.867
CaPb3,18.62
LiNbIr2,82.24
SmIn,26.96
BePtCl2,12.247
ThMgZn2,25.46
BaGeF6,30.587
MgBr2,14.527000000000001
YB6,108.04
HgO2,14.847000000000001
SrScBe,25.933000000000003
Dy(HO)3,30.47300000000001
SnI4,4.78
Y2MgAl,41.12
SrTiO3,115.1
SbSI,13.12
Ga2BiAs,25.233
LiTiV2O6,60.993
InNi,40.78
ScAu2,53.553000000000004
SrTaBe,18.4
AlB3H2,4.227
RbAg3Se2,14.287
Er2O3,77.687
Sn2IF3,12.373
K3AlH6,12.96
SnH8(NCl3)2,11.2
K2HfF6,6.96
PmInAg2,25.32
Ba2HfCl,0.04
MnNbP,106.807
Rb3As,5.907
KHCO2,12.1
Sb2TeSe2,23.54
N2O,5.3
Ca3UN4,79.773
ZrMoP,112.167
FeAgO2,45.093
DyYZn2,32.26
CoHg3,7.72
GaCuCl4,9.547
K(AsRh)2,34.073
Sr2CrO4,75.72
ScAlPd2,38.78
ZnNi3Sb2,26.79300000000001
YFeF5,38.273
PrMnSi,22.713
SmAu,27.04
TiAgHg2,26.76
Li2Fe(P2O)2,27.94
MnAs,42.02
H6PbCNCl3,10.02
Co2As,31.366999999999997
MgCr,15.587
KFeF3,31.64
Sr3Bi2,16.86
TlI3,5.727
PdO2,36.64
CaH2,33.433
BaNd,8.867
RuF6,4.9
InPH2O5,45.433
Co3SnC,67.1
NaEr3,22.12
Ca(GaO2)2,94.36
K2AgBi,9.892999999999999
BeIrOs2,189.28
Ge2O3,109.84
RbClO2,10.013
Li2AlRh,42.02
Mn2BeCo,114.25299999999999
CaBiAsO6,29.1
Rb3MgH5,11.133
ThSe2,32.433
Ba3MgNb2O9,84.947
Tm6ReO2,72.24
Ni3S,45.3
NaSmTe2,20.313
BeCdTe,13.673
Y2TiO5,68.833
Th2Fe2Si2C,79.493
Ag3BO3,7.693
PrCo2,29.98
VCuRh2,65.12
SrHfO3,102.42
BeCrIr2,79.693
LuSnAu,42.42
As2Se3,15.333
Mn3Si,71.88
NaCeAu2,18.22
KNaNdNbO5,40.56
Li2NbS3,34.78
ThAs,57.78
BrF3,9.387
MnCl2,13.18
NaBeBi,8.64
BaTePd2,9.36
ScAg,33.56
LiCl,24.26
LiFeF4,44.227
FeSeCl7,6.893
BaMnBr2,10.7
ZrCl3,11.853
Sr2N,16.987000000000002
InBi2S4Cl,27.56
USnAu2,18.16
Y2C,35.7
K3Al2As3,11.867
Yb(GeRu)2,46.107
Be2TeRh2,23.26
TaGaCo2,46.26
Dy(FeGe)2,60.51300000000001
RbC,8.547
NpIO,26.607
AlSbI6,5.853
Mn3GaC,105.14
KNbO3,118.48
Sr2BeW,25.06
BeFePt,65.673
NaH2Pd3,40.173
SmCoO3,95.64
Cr2Se3,33.287
BiF5,24.406999999999996
KCBr(NO2)2,9.773
Be2CoPb,10.187000000000001
MnBe2P,123.14
AcBrO,34.793
BaBeCo2,17.133
Li3Pb,21.247
UZn3,0.373
Mg(IO3)2,24.29300000000001
MnCoTe,13.14
Mg(CoS2)2,43.82
TbZn2,34.4
Li(TiS2)3,37.37300000000001
NaNb(CuS2)2,9.44
K4P2PdS8,10.66
TmHfIr2,30.6
TlCrTe2,16.007
MgF2,54.033
LiNd2Os,27.3
V(CoSe2)2,56.266999999999996
Tl3Ga9S3O2,18.867
Na3SbSe4,6.52
Nb3Ga2,96.15299999999999
Be2TcSb,47.333
NaY2In,29.48
LiZn2Cu,1.3130000000000002
TiOs,130.34
Na4NpO5,42.493
YbBiPt,28.96
Y3AlC,63.68
ThZn2,36.38
Ba(MgP)2,39.94
Ba2Mn3(SbO)2,30.753
MgBeIr2,43.387
NaAsS2,12.392999999999999
MgSiNiO5,83.413
HgPb2(ClO)2,14.46
Cd(GaSe2)2,21.74
Bi2Te3,20.973000000000006
MgTiF4,42.22
Mg2P2O7,72.533
Pd(SeBr3)2,7.7929999999999975
CaBeCd2,3.92
LiBeSe2,10.087
PrH2,42.22
NpB6,112.28
MnBe2V,35.933
MnV,120.18
HoSi2,22.253
Sr2FeBrO3,36.427
InAuO2,40.44
Li5MnO5,54.34
TiSi,59.96
MnSn,36.273
Sb4Br2O5,20.133
NaYbSe2,14.5
Sc4BeTc,9.62
HfSiNi,15.48
SnBr2,9.413
Mg4Ta2O9,82.86
CuCl4,10.093
CaN6,26.906999999999996
CaIn,25.487
Cd2As2O7,34.007
Ca3AsN,55.18
Hf2ZnHg,36.486999999999995
Lu2ZnTc,43.46
B2Mo,172.547
HoCu,37.24
CaAgAs,37.88
PrP,54.72
NaBe2Pt,40.7
HoCd2,31.5
LiMgP,31.14
CeCoGe,26.08
Hf(CoSi)2,100.24
Ca2Pb,20.56
DyInCu2,38.66
Tb(GeRh)2,61.927
BeTcHg,25.346999999999998
BaYPt2,30.673000000000002
ScIr,61.1
Be2CrHg,37.707
OsCl2O,56.37300000000001
TiBe2Os,36.453
YBe2V,29.34
LiCrS2,34.84
ThSe,50.34
ErCuSe2,29.22
LiInSe2,29.366999999999997
NaBeFe4,38.94
ZrGeSe,70.613
Sc2BeOs,20.293
Ba(AsPd)2,35.427
HgCN2,15.047
Hg3(ClO)2,14.093
BeGa2Mo,113.02
TiSnPt,54.74
NpAsS,60.007
ZrPd2,55.967
Ho2CdS4,36.727
BW,194.727
P3Rh,98.26
PmCl3,5.8870000000000005
TbPb3,14.26
BeInSe,13.2
VH6(OF)3,3.48
Tb(SiRu)2,78.54
ZrRu,79.1
UAs2,60.5
Sr2BeNi,15.673
MnInRh2,70.02
Ca7Ge,11.34
Rb2PdC2,21.526999999999997
MgCuP,47.573
TmAl2Ni,59.78
KBeBr2,0.76
CaBeSi2,45.4
Li6TeO6,49.133
TmCo3B2,126.59299999999999
BaInMo2,44.407
MnPd3,64.753
BeBiSe2,20.333
PrHo3,25.16
MnBeFe2,87.25299999999999
NaHS,11.787
Ba2YTlCr2O7,40.213
MnH2SeO5,21.24
LiTl2InCl6,14.8
Ba(POs)2,53.96
CaGe,36.01300000000001
RhF3,47.827
SrSnP,28.52
PbO2,55.493
Li3FeP2HO8,43.393
Be2SiNi,66.567
VCoB3,200.69299999999998
Fe5Si3,89.693
DyGeAu,45.733000000000004
VZnSF5,18.993
SrBeCu,26.97300000000001
TiF4,12.773
Rb4In2S5,9.693
Yb3SnC,13.32
Na2Zn2O3,32.753
IF7,5.78
Hg3(SF)2,12.36
BeFeCl,38.547
CaPt5,73.68
SrCuP,48.453
TmH2,60.66
Ba2Ga2O5,67.78
ScRu,57.6
Te(HO2)2,53.586999999999996
LiY2Ru,31.16
LiGaTe2,14.493
TiZnO2,61.7
CrWO4,140.513
Tl6TeO6,8.593
Mn2InCo,52.96
Li4FeN2,31.72
Na3Al,7.78
TlFeF3,27.026999999999997
PrSi,50.84
Ca4BeRh,7.3
Li2CaPb,27.36
MnAgO2,32.72
HgIBr,5.5729999999999995
BeVOs2,76.78
AgCNO,7.212999999999999
Rb3Sn,4.84
MgCoF6,43.533
LiLu2Rh,36.96
Sm4S3N2,43.347
MoWSeS3,31.1
YbNi2B2C,67.52
Sc2BeGa,25.673000000000002
Mo2Se3S,26.3
Ba2CrIn,14.18
LuSF,47.533
DyNi2,45.48
DySnPd2,15.66
RbYO3,28.78
ErCd,31.72
MgBe2Ru,78.747
SmTmRu2,50.04
CaBe2Tc,45.207
AlPS4,11.127
NaScAs2O7,33.306999999999995
Na3Co,8.06
USb,44.0
NbAlPt,1.62
Al(CoO2)2,74.98
Ba2UCoO6,37.34
Sr2NiTeO6,35.327
NpNiSn,26.366999999999997
Mg(BeN)2,175.82
Er(CoGe)2,65.473
K3Na(FeO4)2,19.887
SrS2,33.773
MoW2(Se2S)2,2.247
NpIn3,38.38
KNiIO6,36.507
MnPSe3,17.507
FeSb2,63.413000000000004
SmErRu2,49.44
Ho2PdRh,34.18
Na2CO5,4.26
Re3Ge,24.566999999999997
Pm3Tl,20.92
LiNd2Ga,24.92
NiSb,48.64
BeGa2Fe,62.933
Ca(ZnP)2,45.87300000000001
Be2RhBr,30.393
Sr2SnO4,68.387
Ba2YHf,13.18
Lu2S3,32.927
LaSb,35.96
Sm3AuO6,60.69300000000001
TlAsF6,11.007
BaCd2Sb,9.232999999999999
ScBeTl,52.773
ErN,137.86
GeS2,20.073
NdSeF,49.453
Sr2Fe2S2OF2,38.367
KAuS,10.467
Rb2ZrF6,15.833
MgSc,34.56
Sm3Th,23.04
Mn2BeHg,68.35300000000001
DyNiSb,57.06
BaO2,35.87300000000001
CrFe2Sb,0.66
VF2,80.62
V3Te4,31.79300000000001
ZrTiF6,49.22
MgGeN2,85.96700000000001
Fe(PS3)2,20.287
SmSnAu,41.173
SrCaO2,67.86
BaOsCl2,15.312999999999999
RbScO2,66.7
HgI2,5.46
NaSbCl6,4.54
LiIO3,20.647
YCuO2,44.113
Fe3RhN,84.9
Hf2BeV,41.02
TmFe2,43.78
Y(CoSi)2,91.073
V4SiSb2,74.893
NaCaAs,22.52
Li2CoCl4,17.627
MnAlFe2,74.96
PRh2,97.6
Mg(BiO3)2,56.007
Ca2BeCu,23.9
RbTiS2,34.427
Ba2MgV,13.2
InSb2S4Cl,20.733
TaZnOs2,101.04
RbNdTe4,18.113
BeInFe2,68.92699999999999
Ba4MoSe,0.24
CaSe,6.52
SrLiP,33.753
Ca2PI,24.373
Mn2Co2C,100.493
YSbPt,46.26
GaFeNi2,69.34
Nd(SbOs2)2,55.78
Sc(CoSi)2,87.1
CaSiO3,99.94
Y3SnC,64.32
NdHg2,25.86
RbBiO2,18.553
BeCrCo2,90.587
NbNi2Sn,47.92
Co(BW)2,202.46
BePBr,14.892999999999999
LiTlPHO3,11.46
Ba3Sb2,15.58
Sn(CO2)2,13.453
PmY,20.253
K2BaTi,2.673
Cr3Se4,31.95300000000001
Rb2GeS3,9.747
BaSb3,19.42
Na3BO3,27.773000000000003
SmBr,36.4
PbICl,14.28
Ti3Tl,57.813
TmNi,30.773000000000003
Ca2SnO4,68.54
LuTlS2,32.32
K2AgAs,13.64
Li2SnBi,9.54
MnSO4,36.1
InPt3,63.94
Sr(ZnAs)2,33.833
CoB,142.14
HfRe2,65.773
LiYSe2,34.306999999999995
Ga(MoS2)4,42.14
MnH4(BrO)2,10.6
Li2VSiO5,64.747
CaPtF6,19.753
AgAsSe2,26.04
NaAuF4,20.147000000000002
TiBe2Os,16.26
Be2NbPb,83.667
NaHO,21.006999999999998
Pr3Pb,23.42
Al3GaN4,130.66
Al2ZnO4,111.68
Na5CuSO2,20.893
Sc2Co,18.133
NaNiO2,41.813
Rb3ClO,12.86
TiH8(NF3)2,17.327
Ca(MnSb)2,12.28
Sc2BeCo,4.2
AlNi3,72.22
SnPbO3,85.44
Ti2CuS4,36.94
BaCr2Te,15.067
Li2CaSiO4,61.986999999999995
Mn2BeTc,61.607
MnCrRe,11.46
Ca(CoS2)4,34.16
BaBr2,11.967
NaEuS2,32.52
Li2Mn4O5F3,41.553000000000004
Mn2Sb,22.706999999999997
OsSe2,107.06
Ta4O,73.21300000000002
Tb2Mg,24.84
Al2ZnS4,50.74
CoS2,13.892999999999999
SmAg2Hg,14.92
MgBeRu2,62.553000000000004
BaSc2Be,23.166999999999998
Fe2Si,78.6
VSe,39.14
KNaTe,11.6
InP,37.58
K2Sn2O3,24.7
KCuC2,26.5
TiZnIr2,100.04
ScNi4Sn,54.32
BaYPd2,4.433
ScAlCo2,82.26
MnBeV2,78.367
MnCo2Si,8.12
WO2,20.613000000000003
NaTlO2,42.42
K3Ho,3.94
YSnPd2,14.54
ZnNi2Ge,36.9
Li4Cr3FeO8,77.773
BaH2,18.367
Dy(SiRu)2,78.007
Ga2Pt,20.02
MgBeTc,30.733
NaVO2,80.387
Sn2OF2,15.693
HfFe2,59.68
Y2In,27.72
CaGa4,22.673000000000002
Cd2Bi6O,29.46
LiZnPS4,18.0
Nd3In,22.28
Na2Pd(SeO4)2,14.507
ZrGeTe,50.42
TbB6,110.68
TlFeO2,9.193
Er3AlN,71.76
Al3Tc,66.6
Hf2Ag,55.24
VC,209.18
Li3BN2,53.547
BaSe3,22.58
Nd(HO)3,22.353
InAsF6,9.5
FeBiAsO,39.19300000000001
Li2Co(NiO3)2,55.933
Pr2CrS4,44.633
ZnCu2GeSe4,27.273000000000003
Co3Ni,116.92
NpAl2,63.94
Cu3SbS4,24.74
Mn2PtRh,78.4
UTe,31.78
NdMnPO,50.51300000000001
LiBe2Sb,42.907
RuN,58.98
AlAgSe2,17.2
Ti3Al,29.54
PrEr3,25.34
NdSmZn2,30.24
UWC2,66.07300000000001
Al8Mo3,100.833
NdSF,54.927
RbLuO2,62.19300000000001
Rb2H4Pt,7.153
CeCrO3,52.78
Nd(CuO2)2,58.486999999999995
TaOF3,47.86
Ba2TiBi,13.58
NbAlRu2,113.64
Ga2BiS4,20.967
MnPt3,90.06
Tb3InC,21.0
MgScAg2,30.86
Tm2SeO2,48.593
Ho3TlC,22.92
BeVNi4,75.92
HoTlSe2,27.733
USb,24.5
Al5CuS8,50.46
KZrBe2,23.206999999999997
SnBrCl,5.212999999999999
Sr2LiTl,16.06
RuO2,200.0
Nb3Ni,64.12
TaBe2V,66.673
Ti2MnSn,11.96
PrBPd3,8.34
SrBeTc2,40.44
Be4TeO7,116.74
TiPN3,73.407
BeInSn,9.747
YLuZn2,36.9
Ba2NaCu,4.42
NaTl3(SO3)2,13.44
P4S5,8.207
VZnRu2,85.26
Fe2C,78.06
TaTiBe2,62.613
CN2,209.447
Li2Se,28.04
TiInPd2,42.06
Sr3UO6,45.56
PmTm3,26.98
CaVF5,42.22
Tm(GeRu)2,53.327
LiAuF4,19.427
Li3BrO,40.2
BeInGe,7.82
BeNbBi4,4.36
CaHgO2,26.866999999999997
RuPbO3,38.22
BeSiNi,43.5
TbH2,53.82
Ga3Pt2,34.847
RbYTe2,17.92
SmAlSi,58.19300000000001
AlVPt,23.46
Li5Sn2,28.933000000000003
MoN,47.82
ZrIr,29.36
Sb4I2O5,20.153
Ca5B3O9F,38.82
U(NiGe)2,50.113
Na6PbO5,30.72
YbBiPd,25.2
ThAl,39.207
Be2FeW,79.3
Be(CN)2,8.66
AsF3,9.493
Sb2O5,39.473
Ni3B,79.827
BaMgCl2,14.687000000000001
Th(AlC)4,106.89299999999999
SrB6,125.7
SrAlGe,36.22
TmCd,33.02
Pb5(SI3)2,10.472999999999999
SrZr2Nb,5.94
HfBeRu,62.26
Ti2CrTe4,36.633
BaCa(FeO2)4,33.653
TlBiP2S7,12.353
Be2NbPt,29.373
Rb2PbCl6,8.94
RhN,30.82
KAuF4,10.793
ZrVSi,91.413
ZrTi2O,42.647
ScCuS2,38.44
ScNi2,61.38
Li3FeF6,38.867
RbNpO3,77.8
BeCrTc,63.24
BeFeRh2,56.44
ScIO,27.653000000000002
CaAlSiH,42.507
Ce2SeO2,41.667
DyCo2,45.76
BeFeNi2,64.88
CrCdO4,25.92
UAsSe,50.887
LiTlO2,42.133
Ba2YCo3O7,66.913
CuTe2Cl,12.28
TiBeCl2,7.3329999999999975
MgS2O7,25.72
Ta3Sn,36.56
PmRh2Pb,16.92
PmTlTe2,20.08
CaNi5,63.2
Cd3(BO3)2,40.446999999999996
SnBrF,20.773000000000003
MgTiBe,57.94
CuAsPbO4,21.906999999999996
UAl3,68.74
Be2NbCo,59.0
MgGeO3,105.32
ZrZnO3,58.06
BaHf2Br,7.532999999999999
SmTl,21.48
K2AgP,14.713
CS2NF5,6.712999999999999
Zn(CrSe2)2,23.52
TbZn,31.22
CrCo2Si,9.7
AlVFe2,131.0
Li2GaRh,42.18
NaVS2,32.58
Sr(PRu)2,57.946999999999996
KCrCl3,15.46
HoAu2,41.573
Ba2LiCr,8.84
TiBr2,13.42
Er2SeO2,69.327
TmTe,35.94
TlInSe2,14.56
ErInPd2,35.74
TmAu2,46.707
Ga2TeO6,109.29299999999999
Na3AlF6,16.8
Rb2NaGaF6,29.94
Cd3AsI3,7.64
FeSnF6,36.833
NiN,35.34
InGeCl3,9.773
BaCaBr2,13.627
TaRu3C,148.92
LiNbO3,64.32
MnAu,41.007
KF,21.62
CaCuO2,51.667
TmSi2,20.98
Cr(GaS2)2,20.133
Pb2O3,37.293
ZrSi,94.31299999999999
KTm,7.513
HCN,8.732999999999999
Fe8N,30.433000000000003
Sm2InAg,21.24
NpPd3,47.16
Mo2W(SeS2)2,25.226999999999997
Ba2HfO4,65.007
BH2N,5.447
Sc2GaCu,45.74
ZnSbF6,27.467
YScBe2,48.126999999999995
CrTe,17.08
Na5LiN2,16.18
Cd2SiO4,44.273
Cr2FeTe4,28.073
RbBe2BO3F2,48.993
Na3AlAs2,14.76
NaTmO2,72.873
Be2VIn,83.727
MgCuF4,35.62
CuNiSb2,37.173
TlSbS2,11.32
TiAg,43.293
TbCoSi,64.433
Li8SnO6,67.393
Ba2CaTa,9.26
LuNbO4,68.273
Cd(RhO2)2,44.84
Sm2TlHg,20.64
DyPd,33.24
Np(CoGe)2,41.413000000000004
Pt3PbC,1.18
ScPO4,94.26700000000001
SmI,33.96
USb2Au,31.393
PdAuO2,14.42
Y2Ti2S2O5,66.587
Co2N,93.28
NpRh3,75.62
Ta3Sb,80.58
ScNiP,68.56
Ca3Zn2(CuP2)2,48.87300000000001
KTi2Bi,27.1
LiMgBe2,33.32
NaMnAs,15.48
Rb3H5Pt,9.367
DyGa2,57.713
ThC,82.14
Na3ErCl6,11.913
NiGePd,50.387
K3CrO4,6.227
BaHfO3,108.72
LiVIr2,110.36
HoSiIr,74.2
TiBe2Ru,65.28
TiBe,78.42
Ba2VTe,10.98
KF,26.08
LiBeTc2,61.993
YbTlPd2,24.76
BeOs2Ru,81.927
Cr3B4,204.247
BaNd2ZnO5,66.407
RuCl2O,51.427
TmTlS2,31.666999999999998
Li2VF4,24.733
Be2VCr,67.38
Be2CoGe,89.87299999999998
PrMg2,18.4
UZnNi4,66.06
TmHg,30.54
PmDyCu2,28.9
MnBe2Ga,120.14
GeH3Cl,3.98
LiAsF6,23.513
MgMn2Be,98.18
LiAlSe2,19.24
Er3InC,23.06
LiCaGaF6,36.98
YSi2,22.013
HfVF6,52.7
TbAg2,33.253
TmAg(PSe3)2,14.507
Ti3PO2,80.987
Tl2Au4S3,10.593
KInP2S7,12.487
K2BeSe,13.433
BeCrBi2,8.72
DyYCu2,34.8
Li2GePd,35.36
HfMgIr2,82.78
Ba3(PS4)2,21.453000000000007
RbAu3Se2,7.807
K3Rh,4.827
AsRh2,74.48
MnAl6,64.807
LiBeZn,61.687
Te2Mo3(SeS)2,32.187
ZrVF6,53.7
ScAlCu2,51.04
TiGeTe6,15.78
ScBeBr2,14.013
Cr3Ge,126.26
MnInPd2,39.46
Yb(MnSi)2,15.947000000000001
GaNiRh2,76.9
SmFeP,64.207
MgBeFe2,71.07300000000002
BeFe2Te,22.34
ErAs,61.4
CaNiWO6,85.98700000000002
Er(SiRh)2,84.98700000000002
TiNi2Sn,44.54
Li3CeBi2,29.787
BePCl2,8.972999999999997
KNaPrNbO5,39.56
NpSnIr,38.793
InBiO3,55.8
AgCNO,13.2
YZrBe,36.2
K2NiO2,17.54
NaTbSe2,28.613000000000003
SrCaGe,23.693
NaBiSe2,28.02
AgN3,17.847
Sc2CdAg,33.04
