pretty_comp,mbj_bandgap
Ta2NbIr,0.0061
Ta2SnO6,2.9215
Ba2HoNbO6,3.6652
AlAuO2,1.6914
AlSb,0.0039
RbAgO,1.5354
KH,5.9254
Yb2S3,2.3536
Rb3PS4,4.0561
Ba2Zn,0.0224
YbTlPd2,0.01
Ti3Tl,0.0105
Pb2SO5,4.7595
H8Pd(NCl3)2,1.811
RbGeCl3,4.8659
NaRe3,0.0063
Sm3GaC,0.02
Cr2NiO4,0.0153
GaAgO2,1.7198
AlCu3,0.0346
KClO2,3.5739
RbI3,2.6538
HfMgBe2,0.0067
Na4HgP2,1.8677
Ba3LuIr2O9,0.0301
Ba2DySbO6,4.7815
Hg3(TeCl)2,2.6542
DyI3,2.5736
Sr2BeBi,0.0123
P3N5,3.9785
Ho2Zr2O7,3.9223
Er(SiRh)2,0.0034
Lu2(CN2)3,4.5709
Pr2NCl3,3.9648
SrBeSb,0.0087
MgB9N,2.0093
Ca2AlBiO5,4.0408
BH2CO,0.396
K3GeS3,3.6432
ZrB,0.0275
TiCo,0.0074
SrH2(SeO3)2,5.8721
Lu2O3,6.3309
Sr4S3O,2.8211
Ca(AlSe2)2,3.7937
Sm2CdIr,0.0035
SrAlGa,0.0162
BeV2Cl,0.0021
Tb3CuSiS7,2.3496
SnICl,3.1518
NaBeBi2,0.0224
BeInP,0.1933
LiSmO2,4.9663
DyAlAu,0.0034
VFeSb,0.3751
RbBr,6.2229
Sm(ErSe2)3,1.3708
Ca(CdP)2,1.769
BeCo2W,0.0031
HfGa3,0.0077
YMgZn2,0.0253
SrTiO3,2.3688
CaBeNb,0.0147
Ba4MgOs,0.0205
Al2RuPt,0.0498
TiMn3O8,0.0065
MnAlCu2,0.0242
Na3Mg,0.0016
Lu2AgHg,0.0717
K3MoF6,2.6932
NdMg3,0.0409
Bi3BrO4,2.3852
KNaSO4,8.9096
Tl6SeI4,2.2145
Mg2BeFe,0.0176
Al2Os,0.4122
Cu2SnTe3,0.1113
NbC,0.0221
KErO2,5.9921
ErSbPd,0.128
K2CoS2,0.023
SrGaSnH,0.7392
KAgO,2.5507
Ti6O,0.0066
U(SiIr)2,0.006
Sr3P4,1.2494
Ge3N4,2.881
Ba4InCl,0.0429
Tm2SO2,4.7331
BeFePd,0.0044
Na2S,4.053
Mg2B2O5,7.382999999999999
RuS2,1.112
DyZnRh2,0.0466
Ti2O,0.0057
MgAgSb,0.0395
Re2NiO8,2.3914
MgCrO4,2.5216
BaZrTe2,0.0021
BaNa2Ga,0.0235
SnAsIr,0.0447
Mg(IO3)2,4.4655
ScAlCo2,0.0295
ScH2,0.0981
Cd2Bi6O,2.4092
TiBe2Te,0.0096
MoAsIr2,0.0119
BaAgP,0.5670000000000001
KSr3,0.0106
CaSi2WO6,1.0139
Na3AgO2,2.5369
Mg3B(HO2)3,6.0037
Ca4BeP,0.0366
SnO2,1.0558
ZnSbF5,6.1564
TaInRu2,0.1239
YbGeO3,3.5092
ScVRu2,0.0587
CuO2F,0.08199999999999999
TlHgF3,3.8922
Ta2BeCd,0.0082
KHS,5.4113
ZnNi3C,0.0251
NbP,0.0027
Sr(MnSb)2,0.0258
W3(SeS2)2,1.1208
BaSc4Fe,0.0014
NaTmGeO4,6.0158
KNdGeS4,3.2476
RhF3,0.4232
Mn2OF2,0.0048
AlWO4,1.7702
V(CoSe2)2,0.006999999999999999
Ca6Ge2O,0.4818
UNiSn,0.0142
Ag2HgI4,2.1218
H2CO,4.1983
BaTa2Bi2O9,3.2023
DyNiSb,0.3064
CaS,3.268
AgTe3I,1.5308
LiNbIr2,0.0043
KCdF3,6.5817
IrF3,1.24
CdSbS2Br,2.3391
Rb2Se,3.7863
Li5CuF8,9.9125
TaH2,0.0062
Ba2BiMo,0.0222
Zn(InSe2)2,2.0980000000000003
Lu2GaCu,0.0067
Lu2MgIn,0.0232
Cd2P3I,1.7097
Ca(HoSe2)2,1.7874
BeCo4Pb,0.0215
NdBi,0.2484
ZrCl4,3.8526
HfN2,0.7576
ZrCdO3,1.5538
K3Al2As3,2.218
ZrCr2,0.0374
SmPtF7,2.6017
Sr2Fe2S2OF2,0.0052
BaBrCl,6.044
TbCl3,5.9212
K4CdCl6,6.2951
BaAl2(SiO4)2,7.8151
DyTlS2,2.3259
Cu2GeTe3,0.0106
SeS,0.0154
TmSe,0.0183
AlVNi,0.0795
Hf2Cu,0.0016
KRb2ScF6,7.7729
KMnTe2,0.0095
NiHO2,0.0052
NaFePO4,0.031
KNaO,4.9728
TmPd,0.013
Zn(ReO4)2,4.4633
BaSi2P,0.0021
As2Pb4S6ICl,2.5815
Ta2O5,4.2731
LiCrO2,0.0033
YN,3.5477
TaAs2,0.0277
NaTl2In,0.715
Rb2PdBr6,1.3433
Na2S2O3,5.7306
HfNCl,3.022
HfSnRh2,0.0514
ZrSi,0.0031
K2PtI6,1.2645
Sr2SO,2.8229
TaBe2Pd,0.0044
YHSe,2.2767
K2ReCl6,0.0844
Rb2TeBr6,2.4359
Rb2CoO3,0.0894
Tb3PbC,0.1189
Al2IrRu,0.0173
K2H4Pd,2.9078
CaMg(SiO3)2,7.3641
Rb2IN3,5.2835
KSmS2,3.3126
Ti2MnIn,0.0549
TlCrTe2,0.0086
MgAu,0.0192
PuN,0.0141
BaP3,1.022
Sr3CdO4,2.7293
SrF2,8.1993
Sn(GeO3)2,3.9228
K2SrTa2O7,3.4946
CaTiSiO5,3.2331
NaCdF3,6.9611
Rb2Pt3S4,1.7535
Er6MnBi2,0.0101
TmTlO2,2.1656
Yb4Sb2O,1.334
KBeIn2,0.0028
NaBeHg,0.0165
TlBrO3,3.5145
DyBi2IO4,2.7204
Sc2OsPt,0.0043
AgSbS2,1.2161
Cr3InO8,0.0076
KSnSO4F,5.4254
Dy2Zr2O7,3.9961
NaMnO4,2.0864
BaTcTe,0.0136
CaBeTc2,0.1019
TlBiTe2,0.7549
UBrN,0.0072
Dy(MnSi)2,0.0115
CaC2,2.5494
SmCo2,0.0118
Ba3MgTa2O9,4.3864
UP3,0.006999999999999999
Sn2IF3,3.3494
VBiPbO5,2.8626
ZnB4O7,8.1107
TbIr2,0.0057
TbTaO4,4.9437
TbAsO4,5.4491
GaBN2,4.4726
CaMgGeO4,5.8455
NbV3,1.3886
Cd(InSe2)2,1.2607
Rb2CuH4(Cl2O)2,5.8536
DySCl,3.8402
NbInNi,0.0075
U(GeIr)2,0.0026
BaSbPt,0.0309
LiHfPd2,0.0362
RuN,0.0805
TeAsHO5,4.7578
BaNaBO3,5.7208
WSeS,0.9703
PPbS3,2.8891
TiAlCo2,0.0337
K8NO3,3.8534
Ti3InC,0.0168
SbSeI,1.9804
USeO5,2.2145
Co3SnC,0.0451
Nd3Cu3Sb4,0.3399
NaV2As,0.0055
Be2NbRh,0.5071
BaSrTi,0.0052
BaCa2Mg,0.0081
TmTlTe2,1.1791
RbNdSe2,2.8037
KAuS,3.4507
Be2CrGe,0.031
Ba4CoRe,0.0201
BeSiRh,0.0161
HoMg,0.0277
HfOs,0.0767
Sr3Yb,0.015
Nb3SBr7,0.9645
Cr3CuO8,0.0041
RbAuF4,2.5829
HoAgTe2,1.2773
Na2PtSe2,1.5782
DyPbAu,0.1361
HgPbF6,3.0895
Tb(CoSi)2,0.0021
TbTlTe2,1.0662
RbAu3Se2,2.3248
GeC,2.6156
Cd3AsI3,1.9692
ScGa5Ni,0.0129
Ba2NdSbO6,5.0527
TlCuS2,0.0047
BeCrRu2,0.0033
CS2,3.2103
CaVO2,0.0039
Na4TiO4,5.2439
K2ZnBr4,5.8396
HoAsO4,5.3752
URhS3,0.0015
Ca(ZnAs)2,1.2607
Rb2B2Se7,2.7203
Tm3TaO7,4.4875
FeCu2SnSe4,0.0046
NdCuTeO,1.9734
U(FeSi)2,0.0086
MgTi3O7,3.4547
TiSn(PO4)2,4.5821
KZnSb,1.2236
BaBePO4F,8.3036
Zr(MoO4)2,3.4989
TbBr3,3.9355
Na3MoNO3,4.5747
TlH4NCl4,2.3977
HoIO,4.6055
NbB,0.0018
ZrSnTe,0.0156
BaPtBr2,0.0649
Zn(CrS2)4,0.0056
BaIrCl2,1.9061
SbTeI,1.2528
V4O7F5,0.0047
NaSmO2,5.7365
GaH3NF3,7.9462
PbCClO2,3.7126
Sn2OF5,2.6269
SiSe2,2.5077
BaPr2ZnS5,1.9585
Al2O,0.0171
HoIr,0.0099
FeSeBr7,1.0629
Rb2H2C2O5,4.65
TlBiSe2,0.6795
NaSc2Be,0.0058
DySi2,0.0016
RbPO3,8.065
P4PtF2,6.0222
BeTcW2,0.0061
PrHSe,2.6814
PCl2OF,6.3979
KYO2,5.6703
Ho2CuRh,0.0333
BaSe,1.9329
MgF2,9.4711
TiBeCo2,0.1015
NaLuO2,6.6747
PdAuO2,0.0515
InCuSe2,0.6442
Ba3(PS4)2,2.838
BaCo2Sb,0.0038
Na4SnS4,3.6516
Na2GeTeO6,3.7277
HfCo,0.0247
KBH4,2.5009
BeTc2Rh,0.0084
UCr3,0.0007
Sr(AlH)2,0.1099
Cr3O4,0.0007
Mg(AlC)2,2.5088
Te2W3(SeS)2,0.884
BeHgSe,0.7452
BePtBr2,0.0151
H6PbCNCl3,3.58
SbTeClO3,4.6139
BaCdW2,0.0055
Na2LuPCO7,7.5351
Si3Ag,0.0075
Sc2Ge2O7,4.4602
LiLu2Rh,0.0311
K(SbSe2)2,1.7723
Be2NiPb,0.0033
SmNi2B2C,0.0016
NbO2F,2.272
P2W,0.0026
Na2InPCO7,5.0499
KNaSmNbO5,4.378
Pr3AgGeS7,2.5004
Tb2Ti2S2O5,1.0545
SiP2O7,6.8676
Si2Hg6O7,1.9876
Tl2SnHgTe4,0.4920000000000001
AgCO3,0.0172
UP2,0.0021
Tl3AsS3,1.7797
K2AgAs,2.0874
HoH3,1.2468
HfTaRe2,0.0156
AsO2,5.0422
SiMo3,0.0126
Ti3Zn2O8,2.4388
LiMn4O8,0.0062
LiGaSe2,3.4193
Ho2Sn2O7,4.3836
Zn(CO2)2,4.3399
BaClF,7.233
DyFeC2,0.0062
DyVB4,0.0075
Sm5AgS8,2.0163
KCaSiHO4,7.0489
Sm3Ga,0.0144
Hf2BeBi,0.003
ScSi,0.0028
CuN,0.0111
RbClO2,3.7915
Tl2PtCl6,2.1189
HfBeBi,0.0068
AsCl3O,3.4904
Ca(SmS2)2,2.9165
Ba2HfBi,0.022
Ca4SnS6,3.0629
KNb(AgSe2)2,1.6484
BaTm2O4,4.287
LuCd2,0.0056
BaAlBO3F2,8.5571
CClF3,8.0315
TaB2,0.0117
LuTaRu2,0.042
TlAs,0.3163
BaU(SiO4)2,2.5485
BaAlSiH,0.9985
Al2CdTe4,2.5519
CoN,0.0169
LuHO2,7.1627
Ta(ICl)2,1.5306
ScBeSn,0.0082
SrH4(ClO)2,7.7286
ScCd,0.0076
SrSiO3,4.176
KYTe2,1.7511
Sr3P2,0.8704
SmTlS2,2.5217
SF4,1.8703
SbF3,6.566
HoErZn2,0.0413
SnHgF6,5.0138
BePCl,0.0144
NdTeCl,0.8898
K2TeS3,3.3256
HgRhF6,2.0847
Tb2SnS5,0.8551
LiAgC2,1.9291
Na3Sc2(BO3)3,5.2288
SrHfO3,5.7170000000000005
PmTlTe2,0.6544
Mg2H2O3,6.2221
TmNiC2,0.0243
Ba3(AlSi)2,0.0029
Re2PbO8,4.3321
YMn2,0.0047
ScF3,5.9972
Cd(CO2)2,4.6051
U(SiAu)2,0.0035
BeRu2W,0.0341
Be2ReSe,0.0101
MnP2,0.0174
K2Ge2PbS6,2.8529
NaPrSe2,2.5469
BeCdFe2,0.0066
SeBr,1.9358
PaSnPd2,0.0329
Sr2BiAu,0.8023
UGeSe,0.0034
GeI2,2.2141
HgPSe3,1.9347
NaY3SiS7,2.9178
SrAl4O7,6.2232
ZrPdF6,3.6062
Ho2RuAu,0.0188
Mg(AuF4)2,2.3993
BaLiCa2,0.024
LiMn2Fe3O8,0.0193
TlSbS2,1.6143
Y2Si2O7,6.4947
ScSbRh2,0.0529
BaN3Cl,4.9442
BaPbBr,0.0189
LiYSe2,2.15
Mg2TaSbO6,1.8108
KDyS2,3.4009
SiTe2Os,0.0234
In2Si2O7,3.5904
Ca3TeO6,4.5617
TiGaCo2,0.0297
YbZn,0.0158
CdCuH8(ClO)4,4.5155
NaSbF6,6.8782
K2GeF6,8.5021
NpAl2,0.0076
Be2CdRu,0.0468
NdZnPO,2.0293
Li3V2F9,0.0114
TaGaOs2,0.1037
NdIO,4.76
Ti2BeGa,0.0063
KRb2BiF6,6.7888
ScB2,0.0102
TlAsS2,2.1563
TiP2O7,2.4052
Rb2NaInCl6,4.9494
Bi2TeI,0.0532
K2PdCl6,1.7962
TbTlSe2,1.769
BaV4ZnO8,0.0295
Tm2CdSe4,1.6426
MnZnF4,0.0137
Sc(MnAl2)4,0.0084
Sm3Ho,0.003
Ta4S9Br8,1.4911
Ca(MgBi)2,1.1388
GaAs,1.3135
BeCu4Tc,0.083
Ca(BH4)2,6.9347
ScTaRu2,0.1008
PdI2,0.7615
Ba4CaPt,0.0178
PuO,0.0149
NaNb6O5F,2.1671
YbC2,2.5198
BaSiC,0.741
BaPbF6,4.3449
Na3Ca2BiO6,2.5994
Sc2RuAu,0.0162
Na2H6PtO6,2.9484
CaTiO3,2.4057
Sm3Si2Cl5O6,6.3862
KLiTe,3.8887
BeMo4Os,0.0257
K2LiAlH6,2.7506
ErTa3O9,4.5463
Ba4MgCr,0.0449
Ba3Sb2,0.5336
TlNi,0.0237
TiGeTe6,0.4568
Ba3Bi2F2,6.8969
HoTaO4,3.7276
Ho6CoBi2,0.0101
Ho(FeSi)2,0.0066
K3Sb2Au3,1.5478
AlSCl7,3.771
KCN,6.8617
ScReTc2,0.0119
Rb3Os2Br9,0.6627
Ca2SnN2,1.4449
MoW3S8,1.0485
NaYSn,0.5565
Te3MoWS,0.1629
NaPPdS4,1.3389
Al2CoIr,0.0461
Ba4HgPt,0.0094
PmInPd2,0.0179
SrGe(PO4)2,6.0639
Sc2BeCl,0.0138
Tm2OsAu,0.0232
Ho2CF2,2.1655
Sr2CaMoO6,2.7915
MgBeRe2,0.0145
Lu2ZnTc,0.0271
Rb2TeO3,4.7287
HoP,0.3027
AlCuF5,7.3301
K2BeRe,0.2221
LuCd,0.0015
MnAlCo2,0.0058
RbNdTe2,1.8374
AlAgB,0.0066
Sr(AlTe2)2,2.1841
Be2ReOs,0.0151
Mg(CN)2,7.5978
Y3AlO6,5.8261
Ga2BiAs,0.0844
BiSCl,2.7404
Pm2ZnOs,0.0265
BeReCl4,0.0001
CaSc2Be,0.0062
TaBe2Sb,0.0154
RbNO3,4.2448
Mn2BePt,0.0006
Tm2CoOs,0.0334
Ca3C3Cl2,2.0741
Ba2PbSe,0.027000000000000003
RbLiSe,4.2459
MgSc2Tl,0.0082
TlI,2.8741
Sc6FeTe2,0.0093
SnC2(SN)2,3.2406
KYSn,1.1218
Cd2GaAgS4,2.4423
TbTlS2,2.2858
RbNO2,3.6175
K3GaO3,5.2029999999999985
Co2N,0.0128
Th2HN3,2.5277
BeFeP2,0.002
BeVRh4,0.0092
VF4,0.0013
K2AgBi,1.6414
Tm2AgRu,0.0077
MgSiAs2,2.0975
LuBi2ClO4,3.3072
TaS,0.0354
K2SiAs2,1.9047
Ga4SiO8,4.3459
NaBeBr,1.185
TiMn2Si,0.0107
Sr2C(NCl)2,6.0037
LuN,1.4044
Mn(CoO3)2,0.0044
BeNbRu,0.0176
SrBr2,6.4477
Ho(Al2Fe)4,0.0043
Si3Os,0.0019
ZnP2(HO)4,6.1239
Mn3AgN,0.0154
Rb2BrCl6F,1.234
CuAgF3,0.0668
Li6WO6,4.209
LaAgO2,3.5791
MgBeAl4O8,7.4335
Ba2TmNbO6,3.6472
Sm2ZnS4,2.4954
InSn2I5,1.7593
SF6,7.374
Na3SrPCO7,7.4896
CdCN2,3.9283
TaBe2Fe,0.0141
Sb2Au,0.0399
SmFeC2,0.022
B6P,2.7243
CaZnGe,0.0621
Mg3WO6,4.134
SmTlSe2,1.7235
Sc2BeCl,0.0071
LiBe2Co,0.0059
LiMgN,3.4909
Be2PCl,0.0162
Mg2BeFe,0.0062
ErMn2,0.0023
ZrCl2,0.9616
TaSiRh,0.0167
CS2NF5,3.9155
Ti2Bi,0.0096
Be2PW,0.0007
CuAs2Pb6Cl7O6,2.8558
KNaPrNbO5,4.4282
RbV(CuS2)2,1.124
KNdTe2,1.81
HoMgIn,0.0694
Rb3V,0.0204
YbAlO3,0.095
Tl2TeCl6,2.9472
NbTlBr4O,1.5401
CdSiP2,2.0167
TiBr3,0.0121
HoSbPd2,0.0749
BaHI,3.7237
YWF5,0.8288
BaSrTa2O7,3.5383
Ti2BeSb,0.0445
YbNiO3,0.0097
Li3AuO3,2.4191
Yb(ZnP)2,1.4693
Tb2Pt2O7,1.5506
In5AgSe8,1.3193
NbTeCl9,2.4985
Na2CN2,5.7709
LaBi,0.2028
BH3,8.107999999999999
P2WO8,2.9949
AlSbI6,2.6311
Ba4ZrGa,0.0125
CaPAu,0.1905
Y2BeW,0.0097
K8N3O,2.8889
LiInSe2,1.5509
CaInBr3,3.6525
KAlH4,6.6654
TiGaRh2,0.0258
NaBeCl2,0.0067
TaBeW2,0.0011
CaH2(ClO3)2,7.7372
Sm2AgRu,0.0475
In5AgTe8,1.0853
LuAlO3,7.1079
TbH3,0.3617
LiBeFe2,0.0018
RbSb2,1.0028
TmTaOs2,0.0757
ZrP2(HO3)2,4.8993
GaPS4,3.0756
AlFe2Mo,0.0061
KPrTe4,0.966
NaBe2Pd,0.0202
BeCo4Hg,0.0088
Sr2Mn3(BiO)2,0.0078
KNaS,4.8894
NaBeH3,3.1115
Ba(MgBi)2,1.1512
Sc2MnC,0.0167
Tm2CoIr,0.0313
Mg4H2O5,6.4823
TbYb2PrS6,1.9869
AgClO2,2.4343
PrAsO4,5.6076
Te4Mo(WS)2,0.1912
Sm2IrRh,0.0369
AgCNO,4.0953
TaRu,0.0117
ErTlS2,2.251
Be2VTe,0.0097
Ta2Se,0.0133
HgF,2.373
TiRh3,0.0051
TbSc,0.0177
USeO,0.0054
Dy(HO)3,6.1384
BaTiHg,0.0092
TaF3,3.1144
FeCo,0.0421
ErNbOs2,0.0402
Ta2InCuTe4,0.0145
RbCoCl3,0.0068
Br2O,2.1664
Na4Ti5O2,2.9667
Mo(HO2)2,3.1732
CrCo2Bi,0.0145
MgBe2Tc,0.013
KNi(PO3)3,5.0341
HfScBe2,0.0063
V3Cu,0.0207
K2SbAu,1.7754
K3Sc,0.0047
Ca2SiO4,5.9563
YbClF,7.8853
YNiBi,0.1225
Ca(MnBi)2,0.0127
ZrAlCo2,0.0212
CoCO3,0.0151
MgSe,2.9693
Tl3F,0.0024
UAlNi4,0.0034
K2LiAlP2,2.8769
Y2AlSi2,0.0088
Na3AlAs2,2.1797
Ba2NbInO6,3.9711
TaBi4ClO8,2.6591
Ho3SnC,0.0617
Dy3AlC,0.0483
HoSb,0.1848
BH9(CO)3,8.8943
KBa4Re,0.0026
NaAlBP2H3,8.4255
NbH2,0.0145
TlPt2S3,1.2556
SrHClO,7.4445
K3ReH6,3.2544
Rb3Ir,0.5052
BaInBi,0.377
BaP2Br,0.0013
Sr4Nb2O9,4.3713
Li6UO6,2.3216
LiMnIr2,0.0033
SrGaSiH,1.0371
Ba2ZrO4,3.761
VTc,0.0445
KIO3,4.205
CaCoO2,0.0062
PH4Br,5.4319
NdCuO2,2.713
Be2RhCl,0.0522
Ba2Bi2O5,2.9749
Mg3Ni2O7,0.0275
SmTl(MoO4)2,3.5354
VSiOs2,0.0113
Ni3SnN,0.0441
Rb2TeBr6,2.3931
Sr3P6(N4O3)2,6.5904
YI3,2.8863
Ag2PbO2,2.2509
Ti(GaO2)4,2.9613
Er2S3,1.8854
K2PtBr6,1.8834
CuCl,1.5254
Tm2NiIr,0.0163
Lu2AlSi2,0.0148
Tl4GeS4,2.4159
NaLiSe,4.1244
CaSiO3,5.2674
TlN3,2.4136
KNa3WO5,4.7509
Li2Ag3F6,3.8848
K2AlPCO7,7.8738
SnPbO3,2.756
Ag2HgO2,0.8498
Dy2TiO5,3.3862
Ga2Os,0.738
Nd3Si2S8I,3.2564
VC,0.0121
SmNi,0.0033
Rb2PtSe2,1.4645
SmSb2Au,0.0133
NaTeH6O6F,4.8988
BeH2,7.4069
K2P3,1.2195
Cu2O,0.4878
TmPu3,0.0007
PrLuSe3,1.1334
RbNdTe4,0.913
Th2SeN2,2.3956
MgH2SeO9,6.8765
TiV2Cr,1.4809
RbAuO,2.4268
NaAgO,2.0997
SmN,0.8607
MgZr3,0.0735
SrWN3,1.8657
ZnSnF6,5.6071
Na3AsSe3,3.1647
Ca(BH)2,0.3832
Tb2Pb2O7,1.9261
Sr2ZnN2,1.569
MgScHg2,0.0213
KTcO4,3.784
AlCrRu2,0.0194
Pr(CoGe)2,0.0039
AlCrO4,0.0017
SrLi2Ta2O7,2.5402
NiB,0.0167
NaVO3,3.2945
Sr2Ti6N2O,2.1705
Tb2YbS4,2.8348
Cd2SiO4,3.477
K2BeW,0.0504
Ba(GaTe2)2,1.2449
Ca2PI,2.1562
K2TeO3,4.8765
TiBeCl2,0.0003
Rb2Mo3,3.9477
K2NaTiOF5,4.2893
YAgTe2,1.1622
ClO3,1.3147
Hg3(SCl)2,3.4243
Rb2CaH4,4.9306
Cd4OF6,4.3186
YCoF5,0.0316
Te3SeO8,4.3816
BaNaHg,0.0265
Nb2Bi2PbO9,1.589
Mg(BeP)2,1.3284
Hg2Pt,0.0176
Ni3O4,0.0004
NaB(CO2)4,5.0747
Sb2S2O,2.0738
TiBeGe2,0.0085
Ge(PbS2)2,2.7847
CaP,1.0523
YbSe,3.628
RbCaAs,2.5304
Be2GaMo,0.008
BaTlBr,0.0043
InI3,2.8295
SeN,1.9194
BaMgZn,0.0203
Mn(Sb2O)2,0.9257
CuAgO2,0.008
Hg2ClO,2.4813
CaSe,4.6482
TlClO3,5.2054
Cu4O3,0.0116
Na2WO4,5.9908
NaTaO3,3.7623
Li3DySb2,0.0535
Ga4GeO8,4.0558
H2C,8.9139
Ca4Sb2O,1.3325
AuCl3,1.9008
KCdSb,0.3892
AgH4WS4N,1.9879
BeZnMo,0.0061
Bi2Pb2Se5,0.9736
Rb2PtF6,2.7133
AlPt,0.0438
NdAl3(B2O)2,6.9152
PrI3,2.584
Mn3Pt,0.0079
NaTmO2,6.4769
AgAsS2,1.9877
TcH4NO4,3.8224
YbAu2,0.0091
KHg,0.006
ThTa2O7,3.8453
CrO2,0.0133
Rb2PdF6,2.2259
BeWCl2,0.0047
Li5GaO4,5.3481
LiCoS2,0.3552
Ba4ScV,0.0142
Sm2InAg,0.0171
Mg2GeO4,5.2151
CsNiF3,5.1479
NdPPd,0.0258
Al2BiS4,3.2638
Na3PSO3,6.9349
Cd2P3Cl,1.4998
Li2NdIn,0.1073
Si3NiP4,0.7445
BaNa4O3,4.2435
Na4CoO3,2.1309
AlBr3,5.2853
InPb2I5,2.2016
RbSO4F,6.506
KCu4AsS4,1.5634
BeVSb,0.0156
Sr3BiSb,0.5687
Li4MoO5,3.1113
SrMoO4,4.2734
Tm2Cr2C3,0.0106
BiB,0.4032
RbBr,6.9325
CrS2,0.0026
Hf2BeW,0.0059
BeRh2Cl,0.0057
Na2GeF6,8.8562
Sm2TeO6,3.7532
RbPbF3,4.6252
Be2CdIr,0.0109
LiCaN,3.2637
Nd3SiAgSe7,2.1087
Ba2Ga2O5,2.0984
SiO2,3.2089
Er3TaO7,4.4828
ScNiB4,0.0055
Mn(CoO2)4,0.0032
Ni(AgO)2,0.0018
BBr3,4.872
Hf2ZnHg,0.0006
Be2TlRh,0.0109
HfBeCl,0.0293
Al2CdO4,4.4359
HfZrO4,4.1812
Ba2SrTeO6,4.4228
Be2IrRh,0.0015
ThTeAs,0.0314
Mg2ZnPt,0.0194
PBr5,2.3558
Ca(AsO3)2,4.8145
CuAuSe4,0.0631
InCuO2,0.5934
Mg2SiO4,6.3284
BaCdO2,2.7064
Ba4MnCu,0.0305
AlGaO3,4.6559
Hf2MgBe,0.0044
Mn5CoO2,0.0644
Mg2BBrN2,4.9735
NbInSe2,0.0112
Th(AlC)4,0.4938
HoI3,2.5192
Ta2Tl3Cu3S8,2.0787
K2BrCl6F,1.2281
UHg2,0.0008
Na2O,4.7055
Sr(ZnP)2,1.4554
Te2Mo2W(SeS)2,0.2368
Ba2MgReO6,0.0188
Ba2Cd,0.0012
BaLu2O4,4.3976
Ba4YPd,0.0542
BaInSb,0.5571
ZrAgB,0.0527
ErCuS2,2.0709
Na3TiCl6,1.3442
Cr(WO4)2,0.0111
KCaBr3,5.8939
LiBBr2,0.9182
Sm2TeO2,2.3103
SmTa3,0.0083
Ge2O3,2.3083
DyAl3,0.0013
Sc2CuRu,0.0405
YbCo3B2,0.0041
NdBr3,3.7473
TmMgZn2,0.0045
SrS,2.7674
Ti(PS3)2,1.4726
BaHf2Br,0.0014
BaO,4.2264
BaCdHg,0.0257
Ti2Pd,0.0014
TiSi2,0.0045
BaSc2Ta,0.0049
RbBiO2,3.5618
K2TaCuSe4,2.1927
NbBi3O7,2.0172
KInBr4,4.3359
V2CrTe4,0.0025
Dy(SiPt)2,0.0132
YVF5,0.2566
NdTe2BrO5,3.855
TmBrO,5.7379
SnF4,5.2665
Li2MnO3,0.0018
BeFe2Cu,0.0001
InBO3,4.6025
TiV4CoO2,0.0448
TiInCo2,0.079
Mg2NiH4,1.9283
MgH4(NO4)2,4.7828
NdClO,5.9559
Cr2NiS4,0.0122
CaAlSiH,0.7988
Na2AgAs,1.5395
ScVO4,2.9321
YBi2ClO4,3.0114
CsK2Bi,1.398
NaCO2,4.788
K2MnS2,0.0
Si3CCl8,5.7533
SmRe3,0.0027
Rb2NiF4,0.0497
SmLuTl2,0.0129
Mg2H6Ru,3.1543
Ba2H6Os,2.4713
K2PtCl6,2.1625
ErNbO4,3.9568
Te7Mo6S5,0.4527
K2NaGaAs2,2.122
Na5InO4,4.4097
Na3VPCO7,0.5216
InHO2,3.8603
Sr2ZnCu2(SO)2,2.1672
HOF,4.7780000000000005
TiZnF5,0.0462
HgBr2,2.7681
BaPIr2,0.0035
BaN6,4.6803
BaSr2Sb,0.0138
Na9ZrP4ClO6,4.5114
Rb2Se3,1.6581
ErSiRu,0.0038
ZrNiBi,0.0565
SmCrO4,0.0111
Er2Pt2O7,1.7015
PrGe2,0.0045
AlAu,0.0119
Nd(SiAg)2,0.015
Na4S2O5,4.4011
DyTlSe2,1.7914
Cd(RhO2)2,1.2262
HoS,0.0153
YP,0.0263
BaGa2B2O7,6.3332
KYBe2,0.1094
Nd2Mg,0.006
Rb2Ag2GeS4,2.6719
BaNa2O2,4.8059
TiGa2O5,2.7902
KBaCl,0.0756
BaMn2Cu,0.0007
BaZr(PO4)2,4.4948
AlAgS2,2.7708
Ca(InTe2)2,1.2393
BeGa2Fe,0.0011
RbAu(SO4)2,2.0178
BeVPt,0.0044
K6Fe2O5,0.369
TlCoF3,0.0375
Zr2SN2,1.2288
BaO2,3.2654
ErNbRu2,0.0248
Zr2SbP,0.0172
Ca3BiP,0.8425
Cr2CoO4,0.0416
CaV4,0.0072
HfNiPb,0.0194
K2CuP,1.7767
NaGaO2,5.4202
GeSe2,2.0553
KNa2Sb,1.9332
Zr2BeGe,0.0031
CaBeBi2,0.0079
ScCuO2,2.5482
ZnO,1.0753
BeMoCl,0.0075
RbClO3,6.3967
Al(FeB)2,0.004
BaNaLi,0.0182
TlI3,2.086
Ho2SO2,4.6238
Li3LaP2,0.9804
HoF3,9.8719
Yb3SiO,0.2993
Sr3(AlGe)2,0.0038
MgBe2Sb,0.0058
AlGa3N4,3.5794
